match_date,day,match_hour,week,country,season,league,venue,team,gf,ga,opponent,result,goal_diff
2023-11-04,Saturday,15,11,England,2023/2024,Premier League,Home,Burnley,0,2,Crystal Palace,L,-2
2023-11-11,Saturday,15,12,England,2023/2024,Premier League,Away,Burnley,1,3,Arsenal,L,-2
2023-11-25,Saturday,15,13,England,2023/2024,Premier League,Home,Burnley,1,2,West Ham,L,-1
2023-12-02,Saturday,15,14,England,2023/2024,Premier League,Home,Burnley,5,0,Sheffield Utd,W,5
2023-12-05,Tuesday,19,15,England,2023/2024,Premier League,Away,Burnley,0,1,Wolverhampton,L,-1
2023-12-09,Saturday,15,16,England,2023/2024,Premier League,Away,Burnley,1,1,Brighton Hove,D,0
2023-12-16,Saturday,17,17,England,2023/2024,Premier League,Home,Burnley,0,2,Everton,L,-2
2023-12-23,Saturday,15,18,England,2023/2024,Premier League,Away,Burnley,2,0,Fulham,W,2
2023-12-26,Tuesday,17,19,England,2023/2024,Premier League,Home,Burnley,0,2,Liverpool,L,-2
2023-12-30,Saturday,15,20,England,2023/2024,Premier League,Away,Burnley,2,3,Aston Villa,L,-1
2024-01-12,Friday,19,21,England,2023/2024,Premier League,Home,Burnley,1,1,Luton Town,D,0
2024-01-31,Wednesday,19,22,England,2023/2024,Premier League,Away,Burnley,1,3,Man City,L,-2
2024-02-03,Saturday,15,23,England,2023/2024,Premier League,Home,Burnley,2,2,Fulham,D,0
2024-02-10,Saturday,15,24,England,2023/2024,Premier League,Away,Burnley,1,3,Liverpool,L,-2
2024-02-17,Saturday,15,25,England,2023/2024,Premier League,Home,Burnley,0,5,Arsenal,L,-5
2024-02-24,Saturday,15,26,England,2023/2024,Premier League,Away,Burnley,0,3,Crystal Palace,L,-3
2024-03-03,Sunday,13,27,England,2023/2024,Premier League,Home,Burnley,0,2,Bournemouth,L,-2
2024-03-10,Sunday,14,28,England,2023/2024,Premier League,Away,Burnley,2,2,West Ham,D,0
2024-03-16,Saturday,15,29,England,2023/2024,Premier League,Home,Burnley,2,1,Brentford,W,1
2024-03-30,Saturday,15,30,England,2023/2024,Premier League,Away,Burnley,2,2,Chelsea,D,0
2024-04-02,Tuesday,18,31,England,2023/2024,Premier League,Home,Burnley,1,1,Wolverhampton,D,0
2024-04-06,Saturday,14,32,England,2023/2024,Premier League,Away,Burnley,0,1,Everton,L,-1
2024-04-13,Saturday,14,33,England,2023/2024,Premier League,Home,Burnley,1,1,Brighton Hove,D,0
2024-04-20,Saturday,14,34,England,2023/2024,Premier League,Away,Burnley,4,1,Sheffield Utd,W,3
2024-04-27,Saturday,14,35,England,2023/2024,Premier League,Away,Burnley,1,1,Man United,D,0
2024-05-04,Saturday,14,36,England,2023/2024,Premier League,Home,Burnley,1,4,Newcastle,L,-3
2024-05-11,Saturday,14,37,England,2023/2024,Premier League,Away,Burnley,1,2,Tottenham,L,-1
2024-05-19,Sunday,15,38,England,2023/2024,Premier League,Home,Burnley,1,2,Nottingham,L,-1
2023-08-12,Saturday,12,1,England,2023/2024,Premier League,Away,Nottingham,1,2,Arsenal,L,-1
2023-08-18,Friday,18,2,England,2023/2024,Premier League,Home,Nottingham,2,1,Sheffield Utd,W,1
2023-08-26,Saturday,14,3,England,2023/2024,Premier League,Away,Nottingham,2,3,Man United,L,-1
2023-09-02,Saturday,14,4,England,2023/2024,Premier League,Away,Nottingham,1,0,Chelsea,W,1
2023-09-18,Monday,18,5,England,2023/2024,Premier League,Home,Nottingham,1,1,Burnley,D,0
2023-09-23,Saturday,14,6,England,2023/2024,Premier League,Away,Nottingham,0,2,Man City,L,-2
2023-10-01,Sunday,13,7,England,2023/2024,Premier League,Home,Nottingham,1,1,Brentford,D,0
2023-10-07,Saturday,16,8,England,2023/2024,Premier League,Away,Nottingham,0,0,Crystal Palace,D,0
2023-10-21,Saturday,14,9,England,2023/2024,Premier League,Home,Nottingham,2,2,Luton Town,D,0
2023-10-29,Sunday,14,10,England,2023/2024,Premier League,Away,Nottingham,0,3,Liverpool,L,-3
2023-11-05,Sunday,14,11,England,2023/2024,Premier League,Home,Nottingham,2,0,Aston Villa,W,2
2023-11-12,Sunday,14,12,England,2023/2024,Premier League,Away,Nottingham,2,3,West Ham,L,-1
2023-11-25,Saturday,15,13,England,2023/2024,Premier League,Home,Nottingham,2,3,Brighton Hove,L,-1
2023-12-02,Saturday,17,14,England,2023/2024,Premier League,Home,Nottingham,0,1,Everton,L,-1
2023-12-06,Wednesday,19,15,England,2023/2024,Premier League,Away,Nottingham,0,5,Fulham,L,-5
2023-12-09,Saturday,15,16,England,2023/2024,Premier League,Away,Nottingham,1,1,Wolverhampton,D,0
2023-12-15,Friday,20,17,England,2023/2024,Premier League,Home,Nottingham,0,2,Tottenham,L,-2
2023-12-23,Saturday,15,18,England,2023/2024,Premier League,Home,Nottingham,2,3,Bournemouth,L,-1
2023-12-26,Tuesday,12,19,England,2023/2024,Premier League,Away,Nottingham,3,1,Newcastle,W,2
2023-12-30,Saturday,17,20,England,2023/2024,Premier League,Home,Nottingham,2,1,Man United,W,1
2024-01-20,Saturday,17,21,England,2023/2024,Premier League,Away,Nottingham,2,3,Brentford,L,-1
2024-01-30,Tuesday,19,22,England,2023/2024,Premier League,Home,Nottingham,1,2,Arsenal,L,-1
2024-02-04,Sunday,14,23,England,2023/2024,Premier League,Away,Nottingham,1,1,Bournemouth,D,0
2024-02-10,Saturday,17,24,England,2023/2024,Premier League,Home,Nottingham,2,3,Newcastle,L,-1
2024-02-17,Saturday,15,25,England,2023/2024,Premier League,Home,Nottingham,2,0,West Ham,W,2
2024-02-24,Saturday,15,26,England,2023/2024,Premier League,Away,Nottingham,2,4,Aston Villa,L,-2
2024-03-02,Saturday,15,27,England,2023/2024,Premier League,Home,Nottingham,0,1,Liverpool,L,-1
2024-03-10,Sunday,14,28,England,2023/2024,Premier League,Away,Nottingham,0,1,Brighton Hove,L,-1
2024-03-16,Saturday,15,29,England,2023/2024,Premier League,Away,Nottingham,1,1,Luton Town,D,0
2024-03-30,Saturday,15,30,England,2023/2024,Premier League,Home,Nottingham,1,1,Crystal Palace,D,0
2024-04-02,Tuesday,18,31,England,2023/2024,Premier League,Home,Nottingham,3,1,Fulham,W,2
2024-04-07,Sunday,17,32,England,2023/2024,Premier League,Away,Nottingham,1,3,Tottenham,L,-2
2024-04-13,Saturday,14,33,England,2023/2024,Premier League,Home,Nottingham,2,2,Wolverhampton,D,0
2024-04-21,Sunday,12,34,England,2023/2024,Premier League,Away,Nottingham,0,2,Everton,L,-2
2024-04-28,Sunday,15,35,England,2023/2024,Premier League,Home,Nottingham,0,2,Man City,L,-2
2024-05-04,Saturday,14,36,England,2023/2024,Premier League,Away,Nottingham,3,1,Sheffield Utd,W,2
2024-05-11,Saturday,16,37,England,2023/2024,Premier League,Home,Nottingham,2,3,Chelsea,L,-1
2024-05-19,Sunday,15,38,England,2023/2024,Premier League,Away,Nottingham,2,1,Burnley,W,1
2023-08-12,Saturday,14,1,England,2023/2024,Premier League,Away,Crystal Palace,1,0,Sheffield Utd,W,1
2023-08-21,Monday,19,2,England,2023/2024,Premier League,Home,Crystal Palace,0,1,Arsenal,L,-1
2023-08-26,Saturday,14,3,England,2023/2024,Premier League,Away,Crystal Palace,1,1,Brentford,D,0
2023-09-03,Sunday,13,4,England,2023/2024,Premier League,Home,Crystal Palace,3,2,Wolverhampton,W,1
2023-09-16,Saturday,14,5,England,2023/2024,Premier League,Away,Crystal Palace,1,3,Aston Villa,L,-2
2023-09-23,Saturday,14,6,England,2023/2024,Premier League,Home,Crystal Palace,0,0,Fulham,D,0
2023-09-30,Saturday,14,7,England,2023/2024,Premier League,Away,Crystal Palace,1,0,Man United,W,1
2023-10-07,Saturday,16,8,England,2023/2024,Premier League,Home,Crystal Palace,0,0,Nottingham,D,0
2023-10-21,Saturday,14,9,England,2023/2024,Premier League,Away,Crystal Palace,0,4,Newcastle,L,-4
2023-10-27,Friday,19,10,England,2023/2024,Premier League,Home,Crystal Palace,1,2,Tottenham,L,-1
2023-11-04,Saturday,15,11,England,2023/2024,Premier League,Away,Crystal Palace,2,0,Burnley,W,2
2023-11-11,Saturday,15,12,England,2023/2024,Premier League,Home,Crystal Palace,2,3,Everton,L,-1
2023-11-25,Saturday,15,13,England,2023/2024,Premier League,Away,Crystal Palace,1,2,Luton Town,L,-1
2023-12-03,Sunday,14,14,England,2023/2024,Premier League,Away,Crystal Palace,1,1,West Ham,D,0
2023-12-06,Wednesday,19,15,England,2023/2024,Premier League,Home,Crystal Palace,0,2,Bournemouth,L,-2
2023-12-09,Saturday,12,16,England,2023/2024,Premier League,Home,Crystal Palace,1,2,Liverpool,L,-1
2023-12-16,Saturday,15,17,England,2023/2024,Premier League,Away,Crystal Palace,2,2,Man City,D,0
2023-12-21,Thursday,20,18,England,2023/2024,Premier League,Home,Crystal Palace,1,1,Brighton Hove,D,0
2023-12-27,Wednesday,19,19,England,2023/2024,Premier League,Away,Crystal Palace,1,2,Chelsea,L,-1
2023-12-30,Saturday,15,20,England,2023/2024,Premier League,Home,Crystal Palace,3,1,Brentford,W,2
2024-01-20,Saturday,12,21,England,2023/2024,Premier League,Away,Crystal Palace,0,5,Arsenal,L,-5
2024-01-30,Tuesday,20,22,England,2023/2024,Premier League,Home,Crystal Palace,3,2,Sheffield Utd,W,1
2024-02-03,Saturday,15,23,England,2023/2024,Premier League,Away,Crystal Palace,1,4,Brighton Hove,L,-3
2024-02-12,Monday,20,24,England,2023/2024,Premier League,Home,Crystal Palace,1,3,Chelsea,L,-2
2024-02-19,Monday,20,25,England,2023/2024,Premier League,Away,Crystal Palace,1,1,Everton,D,0
2024-02-24,Saturday,15,26,England,2023/2024,Premier League,Home,Crystal Palace,3,0,Burnley,W,3
2024-03-02,Saturday,15,27,England,2023/2024,Premier League,Away,Crystal Palace,1,3,Tottenham,L,-2
2024-03-09,Saturday,15,28,England,2023/2024,Premier League,Home,Crystal Palace,1,1,Luton Town,D,0
2024-03-30,Saturday,15,30,England,2023/2024,Premier League,Away,Crystal Palace,1,1,Nottingham,D,0
2024-04-02,Tuesday,18,31,England,2023/2024,Premier League,Away,Crystal Palace,0,1,Bournemouth,L,-1
2024-04-06,Saturday,11,32,England,2023/2024,Premier League,Home,Crystal Palace,2,4,Man City,L,-2
2024-04-14,Sunday,13,33,England,2023/2024,Premier League,Away,Crystal Palace,1,0,Liverpool,W,1
2024-04-21,Sunday,14,34,England,2023/2024,Premier League,Home,Crystal Palace,5,2,West Ham,W,3
2024-04-24,Wednesday,19,29,England,2023/2024,Premier League,Home,Crystal Palace,2,0,Newcastle,W,2
2024-04-27,Saturday,14,35,England,2023/2024,Premier League,Away,Crystal Palace,1,1,Fulham,D,0
2024-05-06,Monday,19,36,England,2023/2024,Premier League,Home,Crystal Palace,4,0,Man United,W,4
2024-05-11,Saturday,14,37,England,2023/2024,Premier League,Away,Crystal Palace,3,1,Wolverhampton,W,2
2024-05-19,Sunday,15,38,England,2023/2024,Premier League,Home,Crystal Palace,5,0,Aston Villa,W,5
2023-08-12,Saturday,14,1,England,2023/2024,Premier League,Home,Sheffield Utd,0,1,Crystal Palace,L,-1
2023-08-18,Friday,18,2,England,2023/2024,Premier League,Away,Sheffield Utd,1,2,Nottingham,L,-1
2023-08-27,Sunday,13,3,England,2023/2024,Premier League,Home,Sheffield Utd,1,2,Man City,L,-1
2023-09-02,Saturday,11,4,England,2023/2024,Premier League,Home,Sheffield Utd,2,2,Everton,D,0
2023-09-16,Saturday,14,5,England,2023/2024,Premier League,Away,Sheffield Utd,1,2,Tottenham,L,-1
2023-09-24,Sunday,15,6,England,2023/2024,Premier League,Home,Sheffield Utd,0,8,Newcastle,L,-8
2023-09-30,Saturday,14,7,England,2023/2024,Premier League,Away,Sheffield Utd,0,2,West Ham,L,-2
2023-10-07,Saturday,14,8,England,2023/2024,Premier League,Away,Sheffield Utd,1,3,Fulham,L,-2
2023-10-21,Saturday,19,9,England,2023/2024,Premier League,Home,Sheffield Utd,1,2,Man United,L,-1
2023-10-28,Saturday,14,10,England,2023/2024,Premier League,Away,Sheffield Utd,0,5,Arsenal,L,-5
2023-11-04,Saturday,15,11,England,2023/2024,Premier League,Home,Sheffield Utd,2,1,Wolverhampton,W,1
2023-11-12,Sunday,14,12,England,2023/2024,Premier League,Away,Sheffield Utd,1,1,Brighton Hove,D,0
2023-11-25,Saturday,15,13,England,2023/2024,Premier League,Home,Sheffield Utd,1,3,Bournemouth,L,-2
2023-12-02,Saturday,15,14,England,2023/2024,Premier League,Away,Sheffield Utd,0,5,Burnley,L,-5
2023-12-06,Wednesday,19,15,England,2023/2024,Premier League,Home,Sheffield Utd,0,2,Liverpool,L,-2
2023-12-09,Saturday,15,16,England,2023/2024,Premier League,Home,Sheffield Utd,1,0,Brentford,W,1
2023-12-16,Saturday,15,17,England,2023/2024,Premier League,Away,Sheffield Utd,0,2,Chelsea,L,-2
2023-12-22,Friday,20,18,England,2023/2024,Premier League,Away,Sheffield Utd,1,1,Aston Villa,D,0
2023-12-26,Tuesday,15,19,England,2023/2024,Premier League,Home,Sheffield Utd,2,3,Luton Town,L,-1
2023-12-30,Saturday,15,20,England,2023/2024,Premier League,Away,Sheffield Utd,0,2,Man City,L,-2
2024-01-21,Sunday,14,21,England,2023/2024,Premier League,Home,Sheffield Utd,2,2,West Ham,D,0
2024-01-30,Tuesday,20,22,England,2023/2024,Premier League,Away,Sheffield Utd,2,3,Crystal Palace,L,-1
2024-02-03,Saturday,17,23,England,2023/2024,Premier League,Home,Sheffield Utd,0,5,Aston Villa,L,-5
2024-02-10,Saturday,15,24,England,2023/2024,Premier League,Away,Sheffield Utd,3,1,Luton Town,W,2
2024-02-18,Sunday,14,25,England,2023/2024,Premier League,Home,Sheffield Utd,0,5,Brighton Hove,L,-5
2024-02-25,Sunday,13,26,England,2023/2024,Premier League,Away,Sheffield Utd,0,1,Wolverhampton,L,-1
2024-03-04,Monday,20,27,England,2023/2024,Premier League,Home,Sheffield Utd,0,6,Arsenal,L,-6
2024-03-09,Saturday,15,28,England,2023/2024,Premier League,Away,Sheffield Utd,2,2,Bournemouth,D,0
2024-03-30,Saturday,15,30,England,2023/2024,Premier League,Home,Sheffield Utd,3,3,Fulham,D,0
2024-04-04,Thursday,18,31,England,2023/2024,Premier League,Away,Sheffield Utd,1,3,Liverpool,L,-2
2024-04-07,Sunday,16,32,England,2023/2024,Premier League,Home,Sheffield Utd,2,2,Chelsea,D,0
2024-04-13,Saturday,14,33,England,2023/2024,Premier League,Away,Sheffield Utd,0,2,Brentford,L,-2
2024-04-20,Saturday,14,34,England,2023/2024,Premier League,Home,Sheffield Utd,1,4,Burnley,L,-3
2024-04-24,Wednesday,19,29,England,2023/2024,Premier League,Away,Sheffield Utd,2,4,Man United,L,-2
2024-04-27,Saturday,14,35,England,2023/2024,Premier League,Away,Sheffield Utd,1,5,Newcastle,L,-4
2024-05-04,Saturday,14,36,England,2023/2024,Premier League,Home,Sheffield Utd,1,3,Nottingham,L,-2
2024-05-11,Saturday,14,37,England,2023/2024,Premier League,Away,Sheffield Utd,0,1,Everton,L,-1
2024-05-19,Sunday,15,38,England,2023/2024,Premier League,Home,Sheffield Utd,0,3,Tottenham,L,-3
2023-08-12,Saturday,14,1,England,2023/2024,Premier League,Home,Brighton Hove,4,1,Luton Town,W,3
2023-08-19,Saturday,14,2,England,2023/2024,Premier League,Away,Brighton Hove,4,1,Wolverhampton,W,3
2023-08-26,Saturday,16,3,England,2023/2024,Premier League,Home,Brighton Hove,1,3,West Ham,L,-2
2023-09-02,Saturday,16,4,England,2023/2024,Premier League,Home,Brighton Hove,3,1,Newcastle,W,2
2023-09-16,Saturday,14,5,England,2023/2024,Premier League,Away,Brighton Hove,3,1,Man United,W,2
2023-09-24,Sunday,13,6,England,2023/2024,Premier League,Home,Brighton Hove,3,1,Bournemouth,W,2
2023-09-30,Saturday,11,7,England,2023/2024,Premier League,Away,Brighton Hove,1,6,Aston Villa,L,-5
2023-10-08,Sunday,13,8,England,2023/2024,Premier League,Home,Brighton Hove,2,2,Liverpool,D,0
2023-10-21,Saturday,14,9,England,2023/2024,Premier League,Away,Brighton Hove,1,2,Man City,L,-1
2023-10-29,Sunday,14,10,England,2023/2024,Premier League,Home,Brighton Hove,1,1,Fulham,D,0
2023-11-04,Saturday,15,11,England,2023/2024,Premier League,Away,Brighton Hove,1,1,Everton,D,0
2023-11-12,Sunday,14,12,England,2023/2024,Premier League,Home,Brighton Hove,1,1,Sheffield Utd,D,0
2023-11-25,Saturday,15,13,England,2023/2024,Premier League,Away,Brighton Hove,3,2,Nottingham,W,1
2023-12-03,Sunday,14,14,England,2023/2024,Premier League,Away,Brighton Hove,2,3,Chelsea,L,-1
2023-12-06,Wednesday,19,15,England,2023/2024,Premier League,Home,Brighton Hove,2,1,Brentford,W,1
2023-12-09,Saturday,15,16,England,2023/2024,Premier League,Home,Brighton Hove,1,1,Burnley,D,0
2023-12-17,Sunday,14,17,England,2023/2024,Premier League,Away,Brighton Hove,0,2,Arsenal,L,-2
2023-12-21,Thursday,20,18,England,2023/2024,Premier League,Away,Brighton Hove,1,1,Crystal Palace,D,0
2023-12-28,Thursday,19,19,England,2023/2024,Premier League,Home,Brighton Hove,4,2,Tottenham,W,2
2024-01-02,Tuesday,19,20,England,2023/2024,Premier League,Away,Brighton Hove,0,0,West Ham,D,0
2024-01-22,Monday,19,21,England,2023/2024,Premier League,Home,Brighton Hove,0,0,Wolverhampton,D,0
2024-01-30,Tuesday,19,22,England,2023/2024,Premier League,Away,Brighton Hove,0,4,Luton Town,L,-4
2024-02-03,Saturday,15,23,England,2023/2024,Premier League,Home,Brighton Hove,4,1,Crystal Palace,W,3
2024-02-10,Saturday,15,24,England,2023/2024,Premier League,Away,Brighton Hove,1,2,Tottenham,L,-1
2024-02-18,Sunday,14,25,England,2023/2024,Premier League,Away,Brighton Hove,5,0,Sheffield Utd,W,5
2024-02-24,Saturday,15,26,England,2023/2024,Premier League,Home,Brighton Hove,1,1,Everton,D,0
2024-03-02,Saturday,15,27,England,2023/2024,Premier League,Away,Brighton Hove,0,3,Fulham,L,-3
2024-03-10,Sunday,14,28,England,2023/2024,Premier League,Home,Brighton Hove,1,0,Nottingham,W,1
2024-03-31,Sunday,13,30,England,2023/2024,Premier League,Away,Brighton Hove,1,2,Liverpool,L,-1
2024-04-03,Wednesday,18,31,England,2023/2024,Premier League,Away,Brighton Hove,0,0,Brentford,D,0
2024-04-06,Saturday,16,32,England,2023/2024,Premier League,Home,Brighton Hove,0,3,Arsenal,L,-3
2024-04-13,Saturday,14,33,England,2023/2024,Premier League,Away,Brighton Hove,1,1,Burnley,D,0
2024-04-25,Thursday,19,29,England,2023/2024,Premier League,Home,Brighton Hove,0,4,Man City,L,-4
2024-04-28,Sunday,13,35,England,2023/2024,Premier League,Away,Brighton Hove,0,3,Bournemouth,L,-3
2024-05-05,Sunday,13,36,England,2023/2024,Premier League,Home,Brighton Hove,1,0,Aston Villa,W,1
2024-05-11,Saturday,14,37,England,2023/2024,Premier League,Away,Brighton Hove,1,1,Newcastle,D,0
2024-05-15,Wednesday,18,34,England,2023/2024,Premier League,Home,Brighton Hove,1,2,Chelsea,L,-1
2024-05-19,Sunday,15,38,England,2023/2024,Premier League,Home,Brighton Hove,0,2,Man United,L,-2
2023-08-13,Sunday,13,1,England,2023/2024,Premier League,Home,Brentford,2,2,Tottenham,D,0
2023-08-19,Saturday,14,2,England,2023/2024,Premier League,Away,Brentford,3,0,Fulham,W,3
2023-08-26,Saturday,14,3,England,2023/2024,Premier League,Home,Brentford,1,1,Crystal Palace,D,0
2023-09-02,Saturday,14,4,England,2023/2024,Premier League,Home,Brentford,2,2,Bournemouth,D,0
2023-09-16,Saturday,16,5,England,2023/2024,Premier League,Away,Brentford,0,1,Newcastle,L,-1
2023-09-23,Saturday,16,6,England,2023/2024,Premier League,Home,Brentford,1,3,Everton,L,-2
2023-10-01,Sunday,13,7,England,2023/2024,Premier League,Away,Brentford,1,1,Nottingham,D,0
2023-10-07,Saturday,14,8,England,2023/2024,Premier League,Away,Brentford,1,2,Man United,L,-1
2023-10-21,Saturday,14,9,England,2023/2024,Premier League,Home,Brentford,3,0,Burnley,W,3
2023-10-28,Saturday,11,10,England,2023/2024,Premier League,Away,Brentford,2,0,Chelsea,W,2
2023-11-04,Saturday,15,11,England,2023/2024,Premier League,Home,Brentford,3,2,West Ham,W,1
2023-11-12,Sunday,14,12,England,2023/2024,Premier League,Away,Brentford,0,3,Liverpool,L,-3
2023-11-25,Saturday,17,13,England,2023/2024,Premier League,Home,Brentford,0,1,Arsenal,L,-1
2023-12-02,Saturday,15,14,England,2023/2024,Premier League,Home,Brentford,3,1,Luton Town,W,2
2023-12-06,Wednesday,19,15,England,2023/2024,Premier League,Away,Brentford,1,2,Brighton Hove,L,-1
2023-12-09,Saturday,15,16,England,2023/2024,Premier League,Away,Brentford,0,1,Sheffield Utd,L,-1
2023-12-17,Sunday,14,17,England,2023/2024,Premier League,Home,Brentford,1,2,Aston Villa,L,-1
2023-12-27,Wednesday,19,19,England,2023/2024,Premier League,Home,Brentford,1,4,Wolverhampton,L,-3
2023-12-30,Saturday,15,20,England,2023/2024,Premier League,Away,Brentford,1,3,Crystal Palace,L,-2
2024-01-20,Saturday,17,21,England,2023/2024,Premier League,Home,Brentford,3,2,Nottingham,W,1
2024-01-31,Wednesday,19,22,England,2023/2024,Premier League,Away,Brentford,2,3,Tottenham,L,-1
2024-02-05,Monday,20,23,England,2023/2024,Premier League,Home,Brentford,1,3,Man City,L,-2
2024-02-10,Saturday,15,24,England,2023/2024,Premier League,Away,Brentford,2,0,Wolverhampton,W,2
2024-02-17,Saturday,12,25,England,2023/2024,Premier League,Home,Brentford,1,4,Liverpool,L,-3
2024-02-20,Tuesday,19,18,England,2023/2024,Premier League,Away,Brentford,0,1,Man City,L,-1
2024-02-26,Monday,20,26,England,2023/2024,Premier League,Away,Brentford,2,4,West Ham,L,-2
2024-03-02,Saturday,15,27,England,2023/2024,Premier League,Home,Brentford,2,2,Chelsea,D,0
2024-03-09,Saturday,17,28,England,2023/2024,Premier League,Away,Brentford,1,2,Arsenal,L,-1
2024-03-16,Saturday,15,29,England,2023/2024,Premier League,Away,Brentford,1,2,Burnley,L,-1
2024-03-30,Saturday,20,30,England,2023/2024,Premier League,Home,Brentford,1,1,Man United,D,0
2024-04-03,Wednesday,18,31,England,2023/2024,Premier League,Home,Brentford,0,0,Brighton Hove,D,0
2024-04-06,Saturday,14,32,England,2023/2024,Premier League,Away,Brentford,3,3,Aston Villa,D,0
2024-04-13,Saturday,14,33,England,2023/2024,Premier League,Home,Brentford,2,0,Sheffield Utd,W,2
2024-04-20,Saturday,14,34,England,2023/2024,Premier League,Away,Brentford,5,1,Luton Town,W,4
2024-04-27,Saturday,16,35,England,2023/2024,Premier League,Away,Brentford,0,1,Everton,L,-1
