match_date,day,match_hour,week,country,season,league,venue,team,gf,ga,opponent,result,goal_diff
2023-11-11,Saturday,14,11,Germany,2023/2024,Bundesliga,Away,Mainz,0,0,Darmstadt,D,0
2023-11-26,Sunday,16,12,Germany,2023/2024,Bundesliga,Away,Mainz,1,1,Hoffenheim,D,0
2023-12-03,Sunday,14,13,Germany,2023/2024,Bundesliga,Home,Mainz,0,1,Freiburg,L,-1
2023-12-10,Sunday,16,14,Germany,2023/2024,Bundesliga,Away,Mainz,0,0,1. FC Köln,D,0
2023-12-16,Saturday,14,15,Germany,2023/2024,Bundesliga,Home,Mainz,0,1,Heidenheim,L,-1
2023-12-19,Tuesday,19,16,Germany,2023/2024,Bundesliga,Away,Mainz,1,1,Dortmund,D,0
2024-01-13,Saturday,14,17,Germany,2023/2024,Bundesliga,Home,Mainz,1,1,Wolfsburg,D,0
2024-01-26,Friday,19,19,Germany,2023/2024,Bundesliga,Away,Mainz,0,1,Frankfurt,L,-1
2024-02-03,Saturday,14,20,Germany,2023/2024,Bundesliga,Home,Mainz,0,1,Bremen,L,-1
2024-02-07,Wednesday,17,18,Germany,2023/2024,Bundesliga,Home,Mainz,1,1,Union Berlin,D,0
2024-02-11,Sunday,14,21,Germany,2023/2024,Bundesliga,Away,Mainz,1,3,Stuttgart,L,-2
2024-02-17,Saturday,14,22,Germany,2023/2024,Bundesliga,Home,Mainz,1,0,Augsburg,W,1
2024-02-23,Friday,19,23,Germany,2023/2024,Bundesliga,Away,Mainz,1,2,Leverkusen,L,-1
2024-03-02,Saturday,14,24,Germany,2023/2024,Bundesliga,Home,Mainz,1,1,M'gladbach,D,0
2024-03-09,Saturday,14,25,Germany,2023/2024,Bundesliga,Away,Mainz,1,8,Bayern,L,-7
2024-03-16,Saturday,14,26,Germany,2023/2024,Bundesliga,Home,Mainz,2,0,Bochum,W,2
2024-03-30,Saturday,14,27,Germany,2023/2024,Bundesliga,Away,Mainz,0,0,RB Leipzig,D,0
2024-04-06,Saturday,13,28,Germany,2023/2024,Bundesliga,Home,Mainz,4,0,Darmstadt,W,4
2024-04-13,Saturday,13,29,Germany,2023/2024,Bundesliga,Home,Mainz,4,1,Hoffenheim,W,3
2024-04-21,Sunday,17,30,Germany,2023/2024,Bundesliga,Away,Mainz,1,1,Freiburg,D,0
2024-04-28,Sunday,15,31,Germany,2023/2024,Bundesliga,Home,Mainz,1,1,1. FC Köln,D,0
2024-05-05,Sunday,17,32,Germany,2023/2024,Bundesliga,Away,Mainz,1,1,Heidenheim,D,0
2024-05-11,Saturday,16,33,Germany,2023/2024,Bundesliga,Home,Mainz,3,0,Dortmund,W,3
2024-05-18,Saturday,13,34,Germany,2023/2024,Bundesliga,Away,Mainz,3,1,Wolfsburg,W,2
2023-08-19,Saturday,13,1,Germany,2023/2024,Bundesliga,Home,Augsburg,4,4,M'gladbach,D,0
2023-08-27,Sunday,15,2,Germany,2023/2024,Bundesliga,Away,Augsburg,1,3,Bayern,L,-2
2023-09-02,Saturday,13,3,Germany,2023/2024,Bundesliga,Home,Augsburg,2,2,Bochum,D,0
2023-09-16,Saturday,13,4,Germany,2023/2024,Bundesliga,Away,Augsburg,0,3,RB Leipzig,L,-3
2023-09-23,Saturday,13,5,Germany,2023/2024,Bundesliga,Home,Augsburg,2,1,Mainz,W,1
2023-10-01,Sunday,15,6,Germany,2023/2024,Bundesliga,Away,Augsburg,0,2,Freiburg,L,-2
2023-10-07,Saturday,13,7,Germany,2023/2024,Bundesliga,Home,Augsburg,1,2,Darmstadt,L,-1
2023-10-22,Sunday,15,8,Germany,2023/2024,Bundesliga,Away,Augsburg,5,2,Heidenheim,W,3
2023-10-28,Saturday,13,9,Germany,2023/2024,Bundesliga,Home,Augsburg,3,2,Wolfsburg,W,1
2023-11-04,Saturday,14,10,Germany,2023/2024,Bundesliga,Away,Augsburg,1,1,1. FC Köln,D,0
2023-11-11,Saturday,14,11,Germany,2023/2024,Bundesliga,Home,Augsburg,1,1,Hoffenheim,D,0
2023-11-25,Saturday,14,12,Germany,2023/2024,Bundesliga,Away,Augsburg,1,1,Union Berlin,D,0
2023-12-03,Sunday,18,13,Germany,2023/2024,Bundesliga,Home,Augsburg,2,1,Frankfurt,W,1
2023-12-09,Saturday,14,14,Germany,2023/2024,Bundesliga,Away,Augsburg,0,2,Bremen,L,-2
2023-12-16,Saturday,14,15,Germany,2023/2024,Bundesliga,Home,Augsburg,1,1,Dortmund,D,0
2023-12-20,Wednesday,19,16,Germany,2023/2024,Bundesliga,Away,Augsburg,0,3,Stuttgart,L,-3
2024-01-13,Saturday,14,17,Germany,2023/2024,Bundesliga,Home,Augsburg,0,1,Leverkusen,L,-1
2024-01-21,Sunday,16,18,Germany,2023/2024,Bundesliga,Away,Augsburg,2,1,M'gladbach,W,1
2024-01-27,Saturday,14,19,Germany,2023/2024,Bundesliga,Home,Augsburg,2,3,Bayern,L,-1
2024-02-03,Saturday,14,20,Germany,2023/2024,Bundesliga,Away,Augsburg,1,1,Bochum,D,0
2024-02-10,Saturday,14,21,Germany,2023/2024,Bundesliga,Home,Augsburg,2,2,RB Leipzig,D,0
2024-02-17,Saturday,14,22,Germany,2023/2024,Bundesliga,Away,Augsburg,0,1,Mainz,L,-1
2024-02-25,Sunday,18,23,Germany,2023/2024,Bundesliga,Home,Augsburg,2,1,Freiburg,W,1
2024-03-02,Saturday,14,24,Germany,2023/2024,Bundesliga,Away,Augsburg,6,0,Darmstadt,W,6
2024-03-09,Saturday,14,25,Germany,2023/2024,Bundesliga,Home,Augsburg,1,0,Heidenheim,W,1
2024-03-16,Saturday,14,26,Germany,2023/2024,Bundesliga,Away,Augsburg,3,1,Wolfsburg,W,2
2024-03-31,Sunday,13,27,Germany,2023/2024,Bundesliga,Home,Augsburg,1,1,1. FC Köln,D,0
2024-04-07,Sunday,13,28,Germany,2023/2024,Bundesliga,Away,Augsburg,1,3,Hoffenheim,L,-2
2024-04-12,Friday,18,29,Germany,2023/2024,Bundesliga,Home,Augsburg,2,0,Union Berlin,W,2
2024-04-19,Friday,18,30,Germany,2023/2024,Bundesliga,Away,Augsburg,1,3,Frankfurt,L,-2
2024-04-27,Saturday,13,31,Germany,2023/2024,Bundesliga,Home,Augsburg,0,3,Bremen,L,-3
2024-05-04,Saturday,13,32,Germany,2023/2024,Bundesliga,Away,Augsburg,1,5,Dortmund,L,-4
2024-05-10,Friday,18,33,Germany,2023/2024,Bundesliga,Home,Augsburg,0,1,Stuttgart,L,-1
2024-05-18,Saturday,13,34,Germany,2023/2024,Bundesliga,Away,Augsburg,1,2,Leverkusen,L,-1
2023-08-19,Saturday,13,1,Germany,2023/2024,Bundesliga,Away,Freiburg,2,1,Hoffenheim,W,1
2023-08-26,Saturday,13,2,Germany,2023/2024,Bundesliga,Home,Freiburg,1,0,Bremen,W,1
2023-09-02,Saturday,13,3,Germany,2023/2024,Bundesliga,Away,Freiburg,0,5,Stuttgart,L,-5
2023-09-16,Saturday,13,4,Germany,2023/2024,Bundesliga,Home,Freiburg,2,4,Dortmund,L,-2
2023-09-24,Sunday,15,5,Germany,2023/2024,Bundesliga,Away,Freiburg,0,0,Frankfurt,D,0
2023-10-01,Sunday,15,6,Germany,2023/2024,Bundesliga,Home,Freiburg,2,0,Augsburg,W,2
2023-10-08,Sunday,15,7,Germany,2023/2024,Bundesliga,Away,Freiburg,0,3,Bayern,L,-3
2023-10-21,Saturday,13,8,Germany,2023/2024,Bundesliga,Home,Freiburg,2,1,Bochum,W,1
2023-10-29,Sunday,16,9,Germany,2023/2024,Bundesliga,Away,Freiburg,1,2,Leverkusen,L,-1
2023-11-04,Saturday,14,10,Germany,2023/2024,Bundesliga,Home,Freiburg,3,3,M'gladbach,D,0
2023-11-12,Sunday,18,11,Germany,2023/2024,Bundesliga,Away,Freiburg,1,3,RB Leipzig,L,-2
2023-11-25,Saturday,14,12,Germany,2023/2024,Bundesliga,Home,Freiburg,1,1,Darmstadt,D,0
2023-12-03,Sunday,14,13,Germany,2023/2024,Bundesliga,Away,Freiburg,1,0,Mainz,W,1
2023-12-09,Saturday,14,14,Germany,2023/2024,Bundesliga,Away,Freiburg,1,0,Wolfsburg,W,1
2023-12-17,Sunday,14,15,Germany,2023/2024,Bundesliga,Home,Freiburg,2,0,1. FC Köln,W,2
2023-12-20,Wednesday,19,16,Germany,2023/2024,Bundesliga,Away,Freiburg,2,3,Heidenheim,L,-1
2024-01-13,Saturday,14,17,Germany,2023/2024,Bundesliga,Home,Freiburg,0,0,Union Berlin,D,0
2024-01-20,Saturday,14,18,Germany,2023/2024,Bundesliga,Home,Freiburg,3,2,Hoffenheim,W,1
2024-01-27,Saturday,14,19,Germany,2023/2024,Bundesliga,Away,Freiburg,1,3,Bremen,L,-2
2024-02-03,Saturday,14,20,Germany,2023/2024,Bundesliga,Home,Freiburg,1,3,Stuttgart,L,-2
2024-02-09,Friday,19,21,Germany,2023/2024,Bundesliga,Away,Freiburg,0,3,Dortmund,L,-3
2024-02-18,Sunday,14,22,Germany,2023/2024,Bundesliga,Home,Freiburg,3,3,Frankfurt,D,0
2024-02-25,Sunday,18,23,Germany,2023/2024,Bundesliga,Away,Freiburg,1,2,Augsburg,L,-1
2024-03-01,Friday,19,24,Germany,2023/2024,Bundesliga,Home,Freiburg,2,2,Bayern,D,0
2024-03-10,Sunday,14,25,Germany,2023/2024,Bundesliga,Away,Freiburg,2,1,Bochum,W,1
2024-03-17,Sunday,14,26,Germany,2023/2024,Bundesliga,Home,Freiburg,2,3,Leverkusen,L,-1
2024-03-30,Saturday,14,27,Germany,2023/2024,Bundesliga,Away,Freiburg,3,0,M'gladbach,W,3
2024-04-06,Saturday,13,28,Germany,2023/2024,Bundesliga,Home,Freiburg,1,4,RB Leipzig,L,-3
2024-04-14,Sunday,13,29,Germany,2023/2024,Bundesliga,Away,Freiburg,1,0,Darmstadt,W,1
2024-04-21,Sunday,17,30,Germany,2023/2024,Bundesliga,Home,Freiburg,1,1,Mainz,D,0
2024-04-27,Saturday,13,31,Germany,2023/2024,Bundesliga,Home,Freiburg,1,2,Wolfsburg,L,-1
2024-05-04,Saturday,16,32,Germany,2023/2024,Bundesliga,Away,Freiburg,0,0,1. FC Köln,D,0
2024-05-11,Saturday,13,33,Germany,2023/2024,Bundesliga,Home,Freiburg,1,1,Heidenheim,D,0
2024-05-18,Saturday,13,34,Germany,2023/2024,Bundesliga,Away,Freiburg,1,2,Union Berlin,L,-1
2023-08-19,Saturday,13,1,Germany,2023/2024,Bundesliga,Away,M'gladbach,4,4,Augsburg,D,0
2023-08-26,Saturday,16,2,Germany,2023/2024,Bundesliga,Home,M'gladbach,0,3,Leverkusen,L,-3
2023-09-02,Saturday,16,3,Germany,2023/2024,Bundesliga,Home,M'gladbach,1,2,Bayern,L,-1
2023-09-17,Sunday,15,4,Germany,2023/2024,Bundesliga,Away,M'gladbach,3,3,Darmstadt,D,0
2023-09-23,Saturday,13,5,Germany,2023/2024,Bundesliga,Home,M'gladbach,0,1,RB Leipzig,L,-1
2023-09-30,Saturday,13,6,Germany,2023/2024,Bundesliga,Away,M'gladbach,3,1,Bochum,W,2
2023-10-06,Friday,18,7,Germany,2023/2024,Bundesliga,Home,M'gladbach,2,2,Mainz,D,0
2023-10-22,Sunday,13,8,Germany,2023/2024,Bundesliga,Away,M'gladbach,1,3,1. FC Köln,L,-2
2023-10-28,Saturday,13,9,Germany,2023/2024,Bundesliga,Home,M'gladbach,2,1,Heidenheim,W,1
2023-11-04,Saturday,14,10,Germany,2023/2024,Bundesliga,Away,M'gladbach,3,3,Freiburg,D,0
2023-11-10,Friday,19,11,Germany,2023/2024,Bundesliga,Home,M'gladbach,4,0,Wolfsburg,W,4
2023-11-25,Saturday,14,12,Germany,2023/2024,Bundesliga,Away,M'gladbach,2,4,Dortmund,L,-2
2023-12-02,Saturday,14,13,Germany,2023/2024,Bundesliga,Home,M'gladbach,2,1,Hoffenheim,W,1
2023-12-09,Saturday,14,14,Germany,2023/2024,Bundesliga,Away,M'gladbach,1,3,Union Berlin,L,-2
2023-12-15,Friday,19,15,Germany,2023/2024,Bundesliga,Home,M'gladbach,2,2,Bremen,D,0
2023-12-20,Wednesday,19,16,Germany,2023/2024,Bundesliga,Away,M'gladbach,1,2,Frankfurt,L,-1
2024-01-14,Sunday,16,17,Germany,2023/2024,Bundesliga,Home,M'gladbach,3,1,Stuttgart,W,2
2024-01-21,Sunday,16,18,Germany,2023/2024,Bundesliga,Home,M'gladbach,1,2,Augsburg,L,-1
2024-01-27,Saturday,17,19,Germany,2023/2024,Bundesliga,Away,M'gladbach,0,0,Leverkusen,D,0
2024-02-03,Saturday,14,20,Germany,2023/2024,Bundesliga,Away,M'gladbach,1,3,Bayern,L,-2
2024-02-10,Saturday,14,21,Germany,2023/2024,Bundesliga,Home,M'gladbach,0,0,Darmstadt,D,0
2024-02-17,Saturday,17,22,Germany,2023/2024,Bundesliga,Away,M'gladbach,0,2,RB Leipzig,L,-2
2024-02-24,Saturday,14,23,Germany,2023/2024,Bundesliga,Home,M'gladbach,5,2,Bochum,W,3
2024-03-02,Saturday,14,24,Germany,2023/2024,Bundesliga,Away,M'gladbach,1,1,Mainz,D,0
2024-03-09,Saturday,14,25,Germany,2023/2024,Bundesliga,Home,M'gladbach,3,3,1. FC Köln,D,0
2024-03-16,Saturday,14,26,Germany,2023/2024,Bundesliga,Away,M'gladbach,1,1,Heidenheim,D,0
2024-03-30,Saturday,14,27,Germany,2023/2024,Bundesliga,Home,M'gladbach,0,3,Freiburg,L,-3
2024-04-07,Sunday,15,28,Germany,2023/2024,Bundesliga,Away,M'gladbach,3,1,Wolfsburg,W,2
2024-04-13,Saturday,13,29,Germany,2023/2024,Bundesliga,Home,M'gladbach,1,2,Dortmund,L,-1
2024-04-20,Saturday,13,30,Germany,2023/2024,Bundesliga,Away,M'gladbach,3,4,Hoffenheim,L,-1
2024-04-28,Sunday,13,31,Germany,2023/2024,Bundesliga,Home,M'gladbach,0,0,Union Berlin,D,0
2024-05-04,Saturday,13,32,Germany,2023/2024,Bundesliga,Away,M'gladbach,2,2,Bremen,D,0
2024-05-11,Saturday,13,33,Germany,2023/2024,Bundesliga,Home,M'gladbach,1,1,Frankfurt,D,0
2024-05-18,Saturday,13,34,Germany,2023/2024,Bundesliga,Away,M'gladbach,0,4,Stuttgart,L,-4
2023-08-20,Sunday,15,1,Germany,2023/2024,Bundesliga,Home,Frankfurt,1,0,Darmstadt,W,1
2023-08-27,Sunday,13,2,Germany,2023/2024,Bundesliga,Away,Frankfurt,1,1,Mainz,D,0
2023-09-03,Sunday,13,3,Germany,2023/2024,Bundesliga,Home,Frankfurt,1,1,1. FC Köln,D,0
2023-09-16,Saturday,16,4,Germany,2023/2024,Bundesliga,Away,Frankfurt,1,1,Bochum,D,0
2023-09-24,Sunday,15,5,Germany,2023/2024,Bundesliga,Home,Frankfurt,0,0,Freiburg,D,0
2023-09-30,Saturday,13,6,Germany,2023/2024,Bundesliga,Away,Frankfurt,0,2,Wolfsburg,L,-2
2023-10-08,Sunday,17,7,Germany,2023/2024,Bundesliga,Home,Frankfurt,2,0,Heidenheim,W,2
2023-10-21,Saturday,13,8,Germany,2023/2024,Bundesliga,Away,Frankfurt,3,1,Hoffenheim,W,2
2023-10-29,Sunday,14,9,Germany,2023/2024,Bundesliga,Home,Frankfurt,3,3,Dortmund,D,0
2023-11-04,Saturday,14,10,Germany,2023/2024,Bundesliga,Away,Frankfurt,3,0,Union Berlin,W,3
2023-11-12,Sunday,16,11,Germany,2023/2024,Bundesliga,Away,Frankfurt,2,2,Bremen,D,0
2023-11-25,Saturday,17,12,Germany,2023/2024,Bundesliga,Home,Frankfurt,1,2,Stuttgart,L,-1
2023-12-03,Sunday,18,13,Germany,2023/2024,Bundesliga,Away,Frankfurt,1,2,Augsburg,L,-1
2023-12-09,Saturday,14,14,Germany,2023/2024,Bundesliga,Home,Frankfurt,5,1,Bayern,W,4
2023-12-17,Sunday,16,15,Germany,2023/2024,Bundesliga,Away,Frankfurt,0,3,Leverkusen,L,-3
2023-12-20,Wednesday,19,16,Germany,2023/2024,Bundesliga,Home,Frankfurt,2,1,M'gladbach,W,1
2024-01-13,Saturday,14,17,Germany,2023/2024,Bundesliga,Away,Frankfurt,1,0,RB Leipzig,W,1
2024-01-20,Saturday,14,18,Germany,2023/2024,Bundesliga,Away,Frankfurt,2,2,Darmstadt,D,0
2024-01-26,Friday,19,19,Germany,2023/2024,Bundesliga,Home,Frankfurt,1,0,Mainz,W,1
2024-02-03,Saturday,17,20,Germany,2023/2024,Bundesliga,Away,Frankfurt,0,2,1. FC Köln,L,-2
2024-02-10,Saturday,14,21,Germany,2023/2024,Bundesliga,Home,Frankfurt,1,1,Bochum,D,0
2024-02-18,Sunday,14,22,Germany,2023/2024,Bundesliga,Away,Frankfurt,3,3,Freiburg,D,0
2024-02-25,Sunday,14,23,Germany,2023/2024,Bundesliga,Home,Frankfurt,2,2,Wolfsburg,D,0
2024-03-02,Saturday,14,24,Germany,2023/2024,Bundesliga,Away,Frankfurt,2,1,Heidenheim,W,1
2024-03-10,Sunday,16,25,Germany,2023/2024,Bundesliga,Home,Frankfurt,3,1,Hoffenheim,W,2
2024-03-17,Sunday,16,26,Germany,2023/2024,Bundesliga,Away,Frankfurt,1,3,Dortmund,L,-2
2024-03-30,Saturday,14,27,Germany,2023/2024,Bundesliga,Home,Frankfurt,0,0,Union Berlin,D,0
2024-04-05,Friday,18,28,Germany,2023/2024,Bundesliga,Home,Frankfurt,1,1,Bremen,D,0
2024-04-13,Saturday,16,29,Germany,2023/2024,Bundesliga,Away,Frankfurt,0,3,Stuttgart,L,-3
2024-04-19,Friday,18,30,Germany,2023/2024,Bundesliga,Home,Frankfurt,3,1,Augsburg,W,2
2024-04-27,Saturday,13,31,Germany,2023/2024,Bundesliga,Away,Frankfurt,1,2,Bayern,L,-1
2024-05-05,Sunday,15,32,Germany,2023/2024,Bundesliga,Home,Frankfurt,1,5,Leverkusen,L,-4
2024-05-11,Saturday,13,33,Germany,2023/2024,Bundesliga,Away,Frankfurt,1,1,M'gladbach,D,0
2024-05-18,Saturday,13,34,Germany,2023/2024,Bundesliga,Home,Frankfurt,2,2,RB Leipzig,D,0
2023-08-20,Sunday,13,1,Germany,2023/2024,Bundesliga,Home,Union Berlin,4,1,Mainz,W,3
2023-08-26,Saturday,13,2,Germany,2023/2024,Bundesliga,Away,Union Berlin,4,1,Darmstadt,W,3
2023-09-03,Sunday,15,3,Germany,2023/2024,Bundesliga,Home,Union Berlin,0,3,RB Leipzig,L,-3
2023-09-16,Saturday,13,4,Germany,2023/2024,Bundesliga,Away,Union Berlin,1,2,Wolfsburg,L,-1
2023-09-23,Saturday,13,5,Germany,2023/2024,Bundesliga,Home,Union Berlin,0,2,Hoffenheim,L,-2
2023-09-30,Saturday,13,6,Germany,2023/2024,Bundesliga,Away,Union Berlin,0,1,Heidenheim,L,-1
2023-10-07,Saturday,13,7,Germany,2023/2024,Bundesliga,Away,Union Berlin,2,4,Dortmund,L,-2
2023-10-21,Saturday,13,8,Germany,2023/2024,Bundesliga,Home,Union Berlin,0,3,Stuttgart,L,-3
2023-10-28,Saturday,13,9,Germany,2023/2024,Bundesliga,Away,Union Berlin,0,2,Bremen,L,-2
2023-11-04,Saturday,14,10,Germany,2023/2024,Bundesliga,Home,Union Berlin,0,3,Frankfurt,L,-3
2023-11-12,Sunday,14,11,Germany,2023/2024,Bundesliga,Away,Union Berlin,0,4,Leverkusen,L,-4
2023-11-25,Saturday,14,12,Germany,2023/2024,Bundesliga,Home,Union Berlin,1,1,Augsburg,D,0
2023-12-09,Saturday,14,14,Germany,2023/2024,Bundesliga,Home,Union Berlin,3,1,M'gladbach,W,2
2023-12-16,Saturday,14,15,Germany,2023/2024,Bundesliga,Away,Union Berlin,0,3,Bochum,L,-3
2023-12-20,Wednesday,17,16,Germany,2023/2024,Bundesliga,Home,Union Berlin,2,0,1. FC Köln,W,2
2024-01-13,Saturday,14,17,Germany,2023/2024,Bundesliga,Away,Union Berlin,0,0,Freiburg,D,0
2024-01-24,Wednesday,19,13,Germany,2023/2024,Bundesliga,Away,Union Berlin,0,1,Bayern,L,-1
2024-01-28,Sunday,14,19,Germany,2023/2024,Bundesliga,Home,Union Berlin,1,0,Darmstadt,W,1
2024-02-04,Sunday,16,20,Germany,2023/2024,Bundesliga,Away,Union Berlin,0,2,RB Leipzig,L,-2
2024-02-07,Wednesday,17,18,Germany,2023/2024,Bundesliga,Away,Union Berlin,1,1,Mainz,D,0
2024-02-10,Saturday,14,21,Germany,2023/2024,Bundesliga,Home,Union Berlin,1,0,Wolfsburg,W,1
2024-02-17,Saturday,14,22,Germany,2023/2024,Bundesliga,Away,Union Berlin,1,0,Hoffenheim,W,1
2024-02-24,Saturday,14,23,Germany,2023/2024,Bundesliga,Home,Union Berlin,2,2,Heidenheim,D,0
2024-03-02,Saturday,14,24,Germany,2023/2024,Bundesliga,Home,Union Berlin,0,2,Dortmund,L,-2
2024-03-08,Friday,19,25,Germany,2023/2024,Bundesliga,Away,Union Berlin,0,2,Stuttgart,L,-2
2024-03-16,Saturday,14,26,Germany,2023/2024,Bundesliga,Home,Union Berlin,2,1,Bremen,W,1
2024-03-30,Saturday,14,27,Germany,2023/2024,Bundesliga,Away,Union Berlin,0,0,Frankfurt,D,0
2024-04-06,Saturday,13,28,Germany,2023/2024,Bundesliga,Home,Union Berlin,0,1,Leverkusen,L,-1
2024-04-12,Friday,18,29,Germany,2023/2024,Bundesliga,Away,Union Berlin,0,2,Augsburg,L,-2
2024-04-20,Saturday,16,30,Germany,2023/2024,Bundesliga,Home,Union Berlin,1,5,Bayern,L,-4
2024-04-28,Sunday,13,31,Germany,2023/2024,Bundesliga,Away,Union Berlin,0,0,M'gladbach,D,0
2024-05-05,Sunday,13,32,Germany,2023/2024,Bundesliga,Home,Union Berlin,3,4,Bochum,L,-1
2024-05-11,Saturday,13,33,Germany,2023/2024,Bundesliga,Away,Union Berlin,2,3,1. FC Köln,L,-1
2024-05-18,Saturday,13,34,Germany,2023/2024,Bundesliga,Home,Union Berlin,2,1,Freiburg,W,1
2023-08-19,Saturday,13,1,Germany,2023/2024,Bundesliga,Away,Heidenheim,0,2,Wolfsburg,L,-2
2023-08-26,Saturday,13,2,Germany,2023/2024,Bundesliga,Home,Heidenheim,2,3,Hoffenheim,L,-1
2023-09-01,Friday,18,3,Germany,2023/2024,Bundesliga,Away,Heidenheim,2,2,Dortmund,D,0
2023-09-17,Sunday,13,4,Germany,2023/2024,Bundesliga,Home,Heidenheim,4,2,Bremen,W,2
2023-09-24,Sunday,13,5,Germany,2023/2024,Bundesliga,Away,Heidenheim,1,4,Leverkusen,L,-3
2023-09-30,Saturday,13,6,Germany,2023/2024,Bundesliga,Home,Heidenheim,1,0,Union Berlin,W,1
2023-10-08,Sunday,17,7,Germany,2023/2024,Bundesliga,Away,Heidenheim,0,2,Frankfurt,L,-2
2023-10-22,Sunday,15,8,Germany,2023/2024,Bundesliga,Home,Heidenheim,2,5,Augsburg,L,-3
2023-10-28,Saturday,13,9,Germany,2023/2024,Bundesliga,Away,Heidenheim,1,2,M'gladbach,L,-1
2023-11-05,Sunday,16,10,Germany,2023/2024,Bundesliga,Home,Heidenheim,2,0,Stuttgart,W,2
2023-11-11,Saturday,14,11,Germany,2023/2024,Bundesliga,Away,Heidenheim,2,4,Bayern,L,-2
2023-11-26,Sunday,14,12,Germany,2023/2024,Bundesliga,Home,Heidenheim,0,0,Bochum,D,0
2023-12-02,Saturday,14,13,Germany,2023/2024,Bundesliga,Away,Heidenheim,1,2,RB Leipzig,L,-1
2023-12-09,Saturday,14,14,Germany,2023/2024,Bundesliga,Home,Heidenheim,3,2,Darmstadt,W,1
2023-12-16,Saturday,14,15,Germany,2023/2024,Bundesliga,Away,Heidenheim,1,0,Mainz,W,1
2023-12-20,Wednesday,19,16,Germany,2023/2024,Bundesliga,Home,Heidenheim,3,2,Freiburg,W,1
2024-01-13,Saturday,14,17,Germany,2023/2024,Bundesliga,Away,Heidenheim,1,1,1. FC Köln,D,0
2024-01-20,Saturday,14,18,Germany,2023/2024,Bundesliga,Home,Heidenheim,1,1,Wolfsburg,D,0
2024-01-27,Saturday,14,19,Germany,2023/2024,Bundesliga,Away,Heidenheim,1,1,Hoffenheim,D,0
2024-02-02,Friday,19,20,Germany,2023/2024,Bundesliga,Home,Heidenheim,0,0,Dortmund,D,0
2024-02-10,Saturday,14,21,Germany,2023/2024,Bundesliga,Away,Heidenheim,2,1,Bremen,W,1
2024-02-17,Saturday,14,22,Germany,2023/2024,Bundesliga,Home,Heidenheim,1,2,Leverkusen,L,-1
2024-02-24,Saturday,14,23,Germany,2023/2024,Bundesliga,Away,Heidenheim,2,2,Union Berlin,D,0
2024-03-02,Saturday,14,24,Germany,2023/2024,Bundesliga,Home,Heidenheim,1,2,Frankfurt,L,-1
2024-03-09,Saturday,14,25,Germany,2023/2024,Bundesliga,Away,Heidenheim,0,1,Augsburg,L,-1
2024-03-16,Saturday,14,26,Germany,2023/2024,Bundesliga,Home,Heidenheim,1,1,M'gladbach,D,0
2024-03-31,Sunday,15,27,Germany,2023/2024,Bundesliga,Away,Heidenheim,3,3,Stuttgart,D,0
2024-04-06,Saturday,13,28,Germany,2023/2024,Bundesliga,Home,Heidenheim,3,2,Bayern,W,1
2024-04-13,Saturday,13,29,Germany,2023/2024,Bundesliga,Away,Heidenheim,1,1,Bochum,D,0
2024-04-20,Saturday,13,30,Germany,2023/2024,Bundesliga,Home,Heidenheim,1,2,RB Leipzig,L,-1
2024-04-28,Sunday,17,31,Germany,2023/2024,Bundesliga,Away,Heidenheim,1,0,Darmstadt,W,1
2024-05-05,Sunday,17,32,Germany,2023/2024,Bundesliga,Home,Heidenheim,1,1,Mainz,D,0
2024-05-11,Saturday,13,33,Germany,2023/2024,Bundesliga,Away,Heidenheim,1,1,Freiburg,D,0
2024-05-18,Saturday,13,34,Germany,2023/2024,Bundesliga,Home,Heidenheim,4,1,1. FC Köln,W,3
2023-08-19,Saturday,13,1,Germany,2023/2024,Bundesliga,Away,RB Leipzig,2,3,Leverkusen,L,-1
2023-08-25,Friday,18,2,Germany,2023/2024,Bundesliga,Home,RB Leipzig,5,1,Stuttgart,W,4
2023-09-03,Sunday,15,3,Germany,2023/2024,Bundesliga,Away,RB Leipzig,3,0,Union Berlin,W,3
2023-09-16,Saturday,13,4,Germany,2023/2024,Bundesliga,Home,RB Leipzig,3,0,Augsburg,W,3
2023-09-23,Saturday,13,5,Germany,2023/2024,Bundesliga,Away,RB Leipzig,1,0,M'gladbach,W,1
2023-09-30,Saturday,16,6,Germany,2023/2024,Bundesliga,Home,RB Leipzig,2,2,Bayern,D,0
2023-10-07,Saturday,13,7,Germany,2023/2024,Bundesliga,Home,RB Leipzig,0,0,Bochum,D,0
2023-10-21,Saturday,13,8,Germany,2023/2024,Bundesliga,Away,RB Leipzig,3,1,Darmstadt,W,2
2023-10-28,Saturday,16,9,Germany,2023/2024,Bundesliga,Home,RB Leipzig,6,0,1. FC Köln,W,6
2023-11-04,Saturday,14,10,Germany,2023/2024,Bundesliga,Away,RB Leipzig,0,2,Mainz,L,-2
2023-11-12,Sunday,18,11,Germany,2023/2024,Bundesliga,Home,RB Leipzig,3,1,Freiburg,W,2
2023-11-25,Saturday,14,12,Germany,2023/2024,Bundesliga,Away,RB Leipzig,1,2,Wolfsburg,L,-1
2023-12-02,Saturday,14,13,Germany,2023/2024,Bundesliga,Home,RB Leipzig,2,1,Heidenheim,W,1
2023-12-09,Saturday,17,14,Germany,2023/2024,Bundesliga,Away,RB Leipzig,3,2,Dortmund,W,1
