,match_date,match_hour,week,country,league,venue,team,gf,ga,opponent,result,goal_diff
5063,2025-04-06,16,30,Spain,LaLiga,Away,Getafe,4,0,Valladolid,1,4
5064,2025-04-12,14,31,Spain,LaLiga,Home,Getafe,1,3,Las Palmas,0,-2
5065,2025-04-18,19,32,Spain,LaLiga,Away,Getafe,0,1,Espanyol,0,-1
5066,2025-04-23,19,33,Spain,LaLiga,Home,Getafe,0,1,Real Madrid,0,-1
5067,2025-05-02,19,34,Spain,LaLiga,Away,Getafe,0,1,Rayo Vallecano,0,-1
5068,2025-05-10,12,35,Spain,LaLiga,Away,Getafe,0,3,Valencia,0,-3
5069,2025-05-15,19,36,Spain,LaLiga,Home,Getafe,0,2,Athletic,0,-2
5070,2025-05-18,17,37,Spain,LaLiga,Away,Getafe,2,1,Mallorca,1,1
5071,2025-05-24,19,38,Spain,LaLiga,Home,Getafe,1,2,Celta,0,-1
5072,2024-08-18,19,1,Spain,LaLiga,Away,Real Madrid,1,1,Mallorca,2,0
5073,2024-08-25,15,2,Spain,LaLiga,Home,Real Madrid,3,0,Valladolid,1,3
5074,2024-08-29,19,3,Spain,LaLiga,Away,Real Madrid,1,1,Las Palmas,2,0
5075,2024-09-01,19,4,Spain,LaLiga,Home,Real Madrid,2,0,Real Betis,1,2
5076,2024-09-14,19,5,Spain,LaLiga,Away,Real Madrid,2,0,Real Sociedad,1,2
5077,2024-09-21,19,6,Spain,LaLiga,Home,Real Madrid,4,1,Espanyol,1,3
5078,2024-09-24,19,7,Spain,LaLiga,Home,Real Madrid,3,2,Alavés,1,1
5079,2024-09-29,19,8,Spain,LaLiga,Away,Real Madrid,1,1,Atleti,2,0
5080,2024-10-05,19,9,Spain,LaLiga,Home,Real Madrid,2,0,Villarreal,1,2
5081,2024-10-19,19,10,Spain,LaLiga,Away,Real Madrid,2,1,Celta,1,1
5082,2024-10-26,19,11,Spain,LaLiga,Home,Real Madrid,0,4,Barcelona,0,-4
5083,2024-11-09,13,13,Spain,LaLiga,Home,Real Madrid,4,0,Osasuna,1,4
5084,2024-11-24,17,14,Spain,LaLiga,Away,Real Madrid,3,0,Leganés,1,3
5085,2024-12-01,15,15,Spain,LaLiga,Home,Real Madrid,2,0,Getafe,1,2
5086,2024-12-04,20,19,Spain,LaLiga,Away,Real Madrid,1,2,Athletic,0,-1
5087,2024-12-07,20,16,Spain,LaLiga,Away,Real Madrid,3,0,Girona,1,3
5088,2024-12-14,20,17,Spain,LaLiga,Away,Real Madrid,3,3,Rayo Vallecano,2,0
5089,2024-12-22,15,18,Spain,LaLiga,Home,Real Madrid,4,2,Sevilla FC,1,2
5090,2025-01-03,20,12,Spain,LaLiga,Away,Real Madrid,2,1,Valencia,1,1
5091,2025-01-19,15,20,Spain,LaLiga,Home,Real Madrid,4,1,Las Palmas,1,3
5092,2025-01-25,20,21,Spain,LaLiga,Away,Real Madrid,3,0,Valladolid,1,3
5093,2025-02-01,20,22,Spain,LaLiga,Away,Real Madrid,0,1,Espanyol,0,-1
5094,2025-02-08,20,23,Spain,LaLiga,Home,Real Madrid,1,1,Atleti,2,0
5095,2025-02-15,15,24,Spain,LaLiga,Away,Real Madrid,1,1,Osasuna,2,0
5096,2025-02-23,15,25,Spain,LaLiga,Home,Real Madrid,2,0,Girona,1,2
5097,2025-03-01,17,26,Spain,LaLiga,Away,Real Madrid,1,2,Real Betis,0,-1
5098,2025-03-09,15,27,Spain,LaLiga,Home,Real Madrid,2,1,Rayo Vallecano,1,1
5099,2025-03-15,17,28,Spain,LaLiga,Away,Real Madrid,2,1,Villarreal,1,1
5100,2025-03-29,20,29,Spain,LaLiga,Home,Real Madrid,3,2,Leganés,1,1
5101,2025-04-05,14,30,Spain,LaLiga,Home,Real Madrid,1,2,Valencia,0,-1
5102,2025-04-13,14,31,Spain,LaLiga,Away,Real Madrid,1,0,Alavés,1,1
5103,2025-04-20,19,32,Spain,LaLiga,Home,Real Madrid,1,0,Athletic,1,1
5104,2025-04-23,19,33,Spain,LaLiga,Away,Real Madrid,1,0,Getafe,1,1
5105,2025-05-04,12,34,Spain,LaLiga,Home,Real Madrid,3,2,Celta,1,1
5106,2025-05-11,14,35,Spain,LaLiga,Away,Real Madrid,3,4,Barcelona,0,-1
5107,2025-05-14,19,36,Spain,LaLiga,Home,Real Madrid,2,1,Mallorca,1,1
5108,2025-05-18,17,37,Spain,LaLiga,Away,Real Madrid,2,0,Sevilla FC,1,2
5109,2025-05-24,14,38,Spain,LaLiga,Home,Real Madrid,2,0,Real Sociedad,1,2
5110,2024-08-18,17,1,Spain,LaLiga,Away,Rayo Vallecano,2,1,Real Sociedad,1,1
5111,2024-08-24,19,2,Spain,LaLiga,Away,Rayo Vallecano,0,0,Getafe,2,0
5112,2024-08-27,19,3,Spain,LaLiga,Home,Rayo Vallecano,1,2,Barcelona,0,-1
5113,2024-08-31,17,4,Spain,LaLiga,Away,Rayo Vallecano,1,2,Espanyol,0,-1
5114,2024-09-16,19,5,Spain,LaLiga,Home,Rayo Vallecano,3,1,Osasuna,1,2
5115,2024-09-22,19,6,Spain,LaLiga,Home,Rayo Vallecano,1,1,Atleti,2,0
5116,2024-09-25,17,7,Spain,LaLiga,Away,Rayo Vallecano,0,0,Girona,2,0
5117,2024-09-28,14,8,Spain,LaLiga,Home,Rayo Vallecano,1,1,Leganés,2,0
5118,2024-10-05,16,9,Spain,LaLiga,Away,Rayo Vallecano,2,1,Valladolid,1,1
5119,2024-10-20,12,10,Spain,LaLiga,Away,Rayo Vallecano,0,1,Mallorca,0,-1
5120,2024-10-26,14,11,Spain,LaLiga,Home,Rayo Vallecano,1,0,Alavés,1,1
5121,2024-11-08,20,13,Spain,LaLiga,Home,Rayo Vallecano,1,3,Las Palmas,0,-2
5122,2024-11-24,15,14,Spain,LaLiga,Away,Rayo Vallecano,0,1,Sevilla FC,0,-1
5123,2024-12-01,17,15,Spain,LaLiga,Home,Rayo Vallecano,1,2,Athletic,0,-1
5124,2024-12-07,17,16,Spain,LaLiga,Away,Rayo Vallecano,1,0,Valencia,1,1
5125,2024-12-14,20,17,Spain,LaLiga,Home,Rayo Vallecano,3,3,Real Madrid,2,0
5126,2024-12-18,20,12,Spain,LaLiga,Away,Rayo Vallecano,1,1,Villarreal,2,0
5127,2024-12-22,20,18,Spain,LaLiga,Away,Rayo Vallecano,1,1,Real Betis,2,0
5128,2025-01-10,20,19,Spain,LaLiga,Home,Rayo Vallecano,2,1,Celta,1,1
5129,2025-01-19,17,20,Spain,LaLiga,Away,Rayo Vallecano,1,1,Osasuna,2,0
5130,2025-01-26,13,21,Spain,LaLiga,Home,Rayo Vallecano,2,1,Girona,1,1
5131,2025-01-31,20,22,Spain,LaLiga,Away,Rayo Vallecano,1,0,Leganés,1,1
5132,2025-02-07,20,23,Spain,LaLiga,Home,Rayo Vallecano,1,0,Valladolid,1,1
5133,2025-02-17,20,24,Spain,LaLiga,Away,Rayo Vallecano,0,1,Barcelona,0,-1
5134,2025-02-22,15,25,Spain,LaLiga,Home,Rayo Vallecano,0,1,Villarreal,0,-1
5135,2025-03-01,15,26,Spain,LaLiga,Home,Rayo Vallecano,1,1,Sevilla FC,2,0
5136,2025-03-09,15,27,Spain,LaLiga,Away,Rayo Vallecano,1,2,Real Madrid,0,-1
5137,2025-03-16,17,28,Spain,LaLiga,Home,Rayo Vallecano,2,2,Real Sociedad,2,0
5138,2025-03-29,17,29,Spain,LaLiga,Away,Rayo Vallecano,2,0,Alavés,1,2
5139,2025-04-04,19,30,Spain,LaLiga,Home,Rayo Vallecano,0,4,Espanyol,0,-4
5140,2025-04-13,19,31,Spain,LaLiga,Away,Rayo Vallecano,1,3,Athletic,0,-2
5141,2025-04-19,12,32,Spain,LaLiga,Home,Rayo Vallecano,1,1,Valencia,2,0
5142,2025-04-24,19,33,Spain,LaLiga,Away,Rayo Vallecano,0,3,Atleti,0,-3
5143,2025-05-02,19,34,Spain,LaLiga,Home,Rayo Vallecano,1,0,Getafe,1,1
5144,2025-05-09,19,35,Spain,LaLiga,Away,Rayo Vallecano,1,0,Las Palmas,1,1
5145,2025-05-15,17,36,Spain,LaLiga,Home,Rayo Vallecano,2,2,Real Betis,2,0
5146,2025-05-18,17,37,Spain,LaLiga,Away,Rayo Vallecano,2,1,Celta,1,1
5147,2025-05-24,19,38,Spain,LaLiga,Home,Rayo Vallecano,0,0,Mallorca,2,0
5148,2024-08-18,19,1,Spain,LaLiga,Home,Mallorca,1,1,Real Madrid,2,0
5149,2024-08-24,15,2,Spain,LaLiga,Away,Mallorca,0,1,Osasuna,0,-1
5150,2024-08-27,17,3,Spain,LaLiga,Home,Mallorca,0,0,Sevilla FC,2,0
5151,2024-08-31,19,4,Spain,LaLiga,Away,Mallorca,1,0,Leganés,1,1
5152,2024-09-14,12,5,Spain,LaLiga,Home,Mallorca,1,2,Villarreal,0,-1
5153,2024-09-17,17,7,Spain,LaLiga,Home,Mallorca,1,0,Real Sociedad,1,1
5154,2024-09-23,19,6,Spain,LaLiga,Away,Mallorca,2,1,Real Betis,1,1
5155,2024-09-27,19,8,Spain,LaLiga,Away,Mallorca,2,1,Valladolid,1,1
5156,2024-10-05,12,9,Spain,LaLiga,Away,Mallorca,1,2,Espanyol,0,-1
5157,2024-10-20,12,10,Spain,LaLiga,Home,Mallorca,1,0,Rayo Vallecano,1,1
5158,2024-10-28,20,11,Spain,LaLiga,Home,Mallorca,0,0,Athletic,2,0
5159,2024-11-01,20,12,Spain,LaLiga,Away,Mallorca,0,1,Alavés,0,-1
5160,2024-11-10,15,13,Spain,LaLiga,Home,Mallorca,0,1,Atleti,0,-1
5161,2024-11-23,17,14,Spain,LaLiga,Away,Mallorca,3,2,Las Palmas,1,1
5162,2024-11-29,20,15,Spain,LaLiga,Home,Mallorca,2,1,Valencia,1,1
5163,2024-12-03,18,19,Spain,LaLiga,Home,Mallorca,1,5,Barcelona,0,-4
5164,2024-12-06,20,16,Spain,LaLiga,Away,Mallorca,0,2,Celta,0,-2
5165,2024-12-14,15,17,Spain,LaLiga,Home,Mallorca,2,1,Girona,1,1
5166,2024-12-21,13,18,Spain,LaLiga,Away,Mallorca,1,0,Getafe,1,1
5167,2025-01-20,20,20,Spain,LaLiga,Away,Mallorca,0,4,Villarreal,0,-4
5168,2025-01-25,13,21,Spain,LaLiga,Home,Mallorca,0,1,Real Betis,0,-1
5169,2025-02-01,17,22,Spain,LaLiga,Away,Mallorca,0,2,Atleti,0,-2
5170,2025-02-10,20,23,Spain,LaLiga,Home,Mallorca,1,1,Osasuna,2,0
5171,2025-02-16,17,24,Spain,LaLiga,Home,Mallorca,3,1,Las Palmas,1,2
5172,2025-02-24,20,25,Spain,LaLiga,Away,Mallorca,1,1,Sevilla FC,2,0
5173,2025-03-02,17,26,Spain,LaLiga,Home,Mallorca,1,1,Alavés,2,0
5174,2025-03-09,17,27,Spain,LaLiga,Away,Mallorca,1,1,Athletic,2,0
5175,2025-03-15,15,28,Spain,LaLiga,Home,Mallorca,2,1,Espanyol,1,1
5176,2025-03-30,16,29,Spain,LaLiga,Away,Mallorca,0,1,Valencia,0,-1
5177,2025-04-05,16,30,Spain,LaLiga,Home,Mallorca,1,2,Celta,0,-1
5178,2025-04-12,12,31,Spain,LaLiga,Away,Mallorca,2,0,Real Sociedad,1,2
5179,2025-04-19,16,32,Spain,LaLiga,Home,Mallorca,0,0,Leganés,2,0
5180,2025-04-22,19,33,Spain,LaLiga,Away,Mallorca,0,1,Barcelona,0,-1
5181,2025-05-05,19,34,Spain,LaLiga,Away,Mallorca,0,1,Girona,0,-1
5182,2025-05-10,16,35,Spain,LaLiga,Home,Mallorca,2,1,Valladolid,1,1
5183,2025-05-14,19,36,Spain,LaLiga,Away,Mallorca,1,2,Real Madrid,0,-1
5184,2025-05-18,17,37,Spain,LaLiga,Home,Mallorca,1,2,Getafe,0,-1
5185,2025-05-24,19,38,Spain,LaLiga,Away,Mallorca,0,0,Rayo Vallecano,2,0
5186,2024-08-15,19,1,Spain,LaLiga,Home,Real Betis,1,1,Girona,2,0
5187,2024-08-25,17,2,Spain,LaLiga,Away,Real Betis,0,0,Alavés,2,0
5188,2024-09-01,19,4,Spain,LaLiga,Away,Real Betis,0,2,Real Madrid,0,-2
5189,2024-09-13,19,5,Spain,LaLiga,Home,Real Betis,2,0,Leganés,1,2
5190,2024-09-18,17,3,Spain,LaLiga,Home,Real Betis,2,1,Getafe,1,1
5191,2024-09-23,19,6,Spain,LaLiga,Home,Real Betis,1,2,Mallorca,0,-1
5192,2024-09-26,17,7,Spain,LaLiga,Away,Real Betis,1,1,Las Palmas,2,0
5193,2024-09-29,16,8,Spain,LaLiga,Home,Real Betis,1,0,Espanyol,1,1
5194,2024-10-06,16,9,Spain,LaLiga,Away,Real Betis,0,1,Sevilla FC,0,-1
5195,2024-10-19,14,10,Spain,LaLiga,Away,Real Betis,2,1,Osasuna,1,1
5196,2024-10-27,17,11,Spain,LaLiga,Home,Real Betis,1,0,Atleti,1,1
5197,2024-11-03,20,12,Spain,LaLiga,Away,Real Betis,1,1,Athletic,2,0
5198,2024-11-10,13,13,Spain,LaLiga,Home,Real Betis,2,2,Celta,2,0
5199,2024-11-23,13,14,Spain,LaLiga,Away,Real Betis,2,4,Valencia,0,-2
5200,2024-12-01,20,15,Spain,LaLiga,Away,Real Betis,0,2,Real Sociedad,0,-2
5201,2024-12-07,15,16,Spain,LaLiga,Home,Real Betis,2,2,Barcelona,2,0
5202,2024-12-15,17,17,Spain,LaLiga,Away,Real Betis,2,1,Villarreal,1,1
5203,2024-12-22,20,18,Spain,LaLiga,Home,Real Betis,1,1,Rayo Vallecano,2,0
5204,2025-01-11,15,19,Spain,LaLiga,Away,Real Betis,0,1,Valladolid,0,-1
5205,2025-01-18,17,20,Spain,LaLiga,Home,Real Betis,1,3,Alavés,0,-2
5206,2025-01-25,13,21,Spain,LaLiga,Away,Real Betis,1,0,Mallorca,1,1
5207,2025-02-02,20,22,Spain,LaLiga,Home,Real Betis,2,2,Athletic,2,0
5208,2025-02-08,13,23,Spain,LaLiga,Away,Real Betis,2,3,Celta,0,-1
5209,2025-02-16,20,24,Spain,LaLiga,Home,Real Betis,3,0,Real Sociedad,1,3
5210,2025-02-23,17,25,Spain,LaLiga,Away,Real Betis,2,1,Getafe,1,1
5211,2025-03-01,17,26,Spain,LaLiga,Home,Real Betis,2,1,Real Madrid,1,1
5212,2025-03-09,17,27,Spain,LaLiga,Home,Real Betis,1,0,Las Palmas,1,1
5213,2025-03-16,13,28,Spain,LaLiga,Away,Real Betis,3,2,Leganés,1,1
5214,2025-03-30,19,29,Spain,LaLiga,Home,Real Betis,2,1,Sevilla FC,1,1
5215,2025-04-05,19,30,Spain,LaLiga,Away,Real Betis,1,1,Barcelona,2,0
5216,2025-04-13,16,31,Spain,LaLiga,Home,Real Betis,1,2,Villarreal,0,-1
5217,2025-04-21,19,32,Spain,LaLiga,Away,Real Betis,3,1,Girona,1,2
5218,2025-04-24,19,33,Spain,LaLiga,Home,Real Betis,5,1,Valladolid,1,4
5219,2025-05-04,16,34,Spain,LaLiga,Away,Real Betis,2,1,Espanyol,1,1
5220,2025-05-11,19,35,Spain,LaLiga,Home,Real Betis,1,1,Osasuna,2,0
5221,2025-05-15,17,36,Spain,LaLiga,Away,Real Betis,2,2,Rayo Vallecano,2,0
5222,2025-05-18,17,37,Spain,LaLiga,Away,Real Betis,1,4,Atleti,0,-3
5223,2025-05-23,19,38,Spain,LaLiga,Home,Real Betis,1,1,Valencia,2,0
5224,2024-08-18,17,1,Spain,LaLiga,Home,Real Sociedad,1,2,Rayo Vallecano,0,-1
5225,2024-08-24,19,2,Spain,LaLiga,Away,Real Sociedad,1,0,Espanyol,1,1
5226,2024-08-28,19,3,Spain,LaLiga,Home,Real Sociedad,1,2,Alavés,0,-1
5227,2024-09-01,17,4,Spain,LaLiga,Away,Real Sociedad,0,0,Getafe,2,0
5228,2024-09-14,19,5,Spain,LaLiga,Home,Real Sociedad,0,2,Real Madrid,0,-2
5229,2024-09-17,17,7,Spain,LaLiga,Away,Real Sociedad,0,1,Mallorca,0,-1
5230,2024-09-21,12,6,Spain,LaLiga,Away,Real Sociedad,0,0,Valladolid,2,0
5231,2024-09-28,16,8,Spain,LaLiga,Home,Real Sociedad,3,0,Valencia,1,3
5232,2024-10-06,19,9,Spain,LaLiga,Home,Real Sociedad,1,1,Atleti,2,0
5233,2024-10-19,16,10,Spain,LaLiga,Away,Real Sociedad,1,0,Girona,1,1
5234,2024-10-27,20,11,Spain,LaLiga,Home,Real Sociedad,0,2,Osasuna,0,-2
5235,2024-11-03,17,12,Spain,LaLiga,Away,Real Sociedad,2,0,Sevilla FC,1,2
5236,2024-11-10,20,13,Spain,LaLiga,Home,Real Sociedad,1,0,Barcelona,1,1
5237,2024-11-24,20,14,Spain,LaLiga,Away,Real Sociedad,0,1,Athletic,0,-1
5238,2024-12-01,20,15,Spain,LaLiga,Home,Real Sociedad,2,0,Real Betis,1,2
5239,2024-12-08,13,16,Spain,LaLiga,Away,Real Sociedad,3,0,Leganés,1,3
5240,2024-12-15,17,17,Spain,LaLiga,Home,Real Sociedad,0,0,Las Palmas,2,0
5241,2024-12-21,15,18,Spain,LaLiga,Away,Real Sociedad,0,2,Celta,0,-2
5242,2025-01-13,20,19,Spain,LaLiga,Home,Real Sociedad,1,0,Villarreal,1,1
5243,2025-01-19,20,20,Spain,LaLiga,Away,Real Sociedad,0,1,Valencia,0,-1
5244,2025-01-26,15,21,Spain,LaLiga,Home,Real Sociedad,0,3,Getafe,0,-3
5245,2025-02-02,17,22,Spain,LaLiga,Away,Real Sociedad,1,2,Osasuna,0,-1
5246,2025-02-09,17,23,Spain,LaLiga,Home,Real Sociedad,2,1,Espanyol,1,1
5247,2025-02-16,20,24,Spain,LaLiga,Away,Real Sociedad,0,3,Real Betis,0,-3
5248,2025-02-23,20,25,Spain,LaLiga,Home,Real Sociedad,3,0,Leganés,1,3
5249,2025-03-02,15,26,Spain,LaLiga,Away,Real Sociedad,0,4,Barcelona,0,-4
5250,2025-03-09,20,27,Spain,LaLiga,Home,Real Sociedad,0,1,Sevilla FC,0,-1
5251,2025-03-16,17,28,Spain,LaLiga,Away,Real Sociedad,2,2,Rayo Vallecano,2,0
5252,2025-03-29,13,29,Spain,LaLiga,Home,Real Sociedad,2,1,Valladolid,1,1
5253,2025-04-06,12,30,Spain,LaLiga,Away,Real Sociedad,3,1,Las Palmas,1,2
5254,2025-04-12,12,31,Spain,LaLiga,Home,Real Sociedad,0,2,Mallorca,0,-2
5255,2025-04-20,14,32,Spain,LaLiga,Away,Real Sociedad,2,2,Villarreal,2,0
5256,2025-04-23,19,33,Spain,LaLiga,Away,Real Sociedad,0,1,Alavés,0,-1
5257,2025-05-04,19,34,Spain,LaLiga,Home,Real Sociedad,0,0,Athletic,2,0
5258,2025-05-10,19,35,Spain,LaLiga,Away,Real Sociedad,0,4,Atleti,0,-4
5259,2025-05-13,18,36,Spain,LaLiga,Home,Real Sociedad,0,1,Celta,0,-1
5260,2025-05-18,17,37,Spain,LaLiga,Home,Real Sociedad,3,2,Girona,1,1
5261,2025-05-24,14,38,Spain,LaLiga,Away,Real Sociedad,0,2,Real Madrid,0,-2
5262,2024-08-19,19,1,Spain,LaLiga,Home,Villarreal,2,2,Atleti,2,0
5263,2024-08-23,19,2,Spain,LaLiga,Away,Villarreal,2,1,Sevilla FC,1,1
5264,2024-08-26,19,3,Spain,LaLiga,Home,Villarreal,4,3,Celta,1,1
5265,2024-08-31,19,4,Spain,LaLiga,Away,Villarreal,1,1,Valencia,2,0
5266,2024-09-14,12,5,Spain,LaLiga,Away,Villarreal,2,1,Mallorca,1,1
5267,2024-09-22,16,6,Spain,LaLiga,Home,Villarreal,1,5,Barcelona,0,-4
5268,2024-09-26,17,7,Spain,LaLiga,Away,Villarreal,2,1,Espanyol,1,1
5269,2024-09-30,19,8,Spain,LaLiga,Home,Villarreal,3,1,Las Palmas,1,2
5270,2024-10-05,19,9,Spain,LaLiga,Away,Villarreal,0,2,Real Madrid,0,-2
5271,2024-10-20,16,10,Spain,LaLiga,Home,Villarreal,1,1,Getafe,2,0
5272,2024-10-26,12,11,Spain,LaLiga,Away,Villarreal,2,1,Valladolid,1,1
5273,2024-11-09,15,13,Spain,LaLiga,Home,Villarreal,3,0,Alavés,1,3
5274,2024-11-24,13,14,Spain,LaLiga,Away,Villarreal,2,2,Osasuna,2,0
5275,2024-12-01,13,15,Spain,LaLiga,Home,Villarreal,2,2,Girona,2,0
5276,2024-12-08,15,16,Spain,LaLiga,Away,Villarreal,0,2,Athletic,0,-2
5277,2024-12-15,17,17,Spain,LaLiga,Home,Villarreal,1,2,Real Betis,0,-1
5278,2024-12-18,20,12,Spain,LaLiga,Home,Villarreal,1,1,Rayo Vallecano,2,0
5279,2024-12-22,17,18,Spain,LaLiga,Away,Villarreal,5,2,Leganés,1,3
5280,2025-01-13,20,19,Spain,LaLiga,Away,Villarreal,0,1,Real Sociedad,0,-1
5281,2025-01-20,20,20,Spain,LaLiga,Home,Villarreal,4,0,Mallorca,1,4
5282,2025-01-25,15,21,Spain,LaLiga,Away,Villarreal,1,1,Atleti,2,0
5283,2025-02-01,15,22,Spain,LaLiga,Home,Villarreal,5,1,Valladolid,1,4
5284,2025-02-08,17,23,Spain,LaLiga,Away,Villarreal,2,1,Las Palmas,1,1
5285,2025-02-15,20,24,Spain,LaLiga,Home,Villarreal,1,1,Valencia,2,0
5286,2025-02-22,15,25,Spain,LaLiga,Away,Villarreal,1,0,Rayo Vallecano,1,1
5287,2025-03-08,15,27,Spain,LaLiga,Away,Villarreal,0,1,Alavés,0,-1
5288,2025-03-15,17,28,Spain,LaLiga,Home,Villarreal,1,2,Real Madrid,0,-1
5289,2025-03-30,12,29,Spain,LaLiga,Away,Villarreal,2,1,Getafe,1,1
5290,2025-04-06,19,30,Spain,LaLiga,Home,Villarreal,0,0,Athletic,2,0
5291,2025-04-13,16,31,Spain,LaLiga,Away,Villarreal,2,1,Real Betis,1,1
5292,2025-04-20,14,32,Spain,LaLiga,Home,Villarreal,2,2,Real Sociedad,2,0
5293,2025-04-23,17,33,Spain,LaLiga,Away,Villarreal,0,3,Celta,0,-3
5294,2025-04-27,14,26,Spain,LaLiga,Home,Villarreal,1,0,Espanyol,1,1
5295,2025-05-03,14,34,Spain,LaLiga,Home,Villarreal,4,2,Osasuna,1,2
5296,2025-05-10,16,35,Spain,LaLiga,Away,Villarreal,1,0,Girona,1,1
5297,2025-05-14,17,36,Spain,LaLiga,Home,Villarreal,3,0,Leganés,1,3
5298,2025-05-18,17,37,Spain,LaLiga,Away,Villarreal,3,2,Barcelona,1,1
5299,2025-05-25,14,38,Spain,LaLiga,Home,Villarreal,4,2,Sevilla FC,1,2
5300,2024-08-17,19,1,Spain,LaLiga,Home,Valencia,1,2,Barcelona,0,-1
5301,2024-08-23,17,2,Spain,LaLiga,Away,Valencia,1,3,Celta,0,-2
5302,2024-08-28,17,3,Spain,LaLiga,Away,Valencia,0,1,Athletic,0,-1
5303,2024-08-31,19,4,Spain,LaLiga,Home,Valencia,1,1,Villarreal,2,0
5304,2024-09-15,19,5,Spain,LaLiga,Away,Valencia,0,3,Atleti,0,-3
5305,2024-09-21,16,6,Spain,LaLiga,Home,Valencia,2,0,Girona,1,2
5306,2024-09-24,17,7,Spain,LaLiga,Home,Valencia,0,0,Osasuna,2,0
5307,2024-09-28,16,8,Spain,LaLiga,Away,Valencia,0,3,Real Sociedad,0,-3
5308,2024-10-04,19,9,Spain,LaLiga,Away,Valencia,0,0,Leganés,2,0
5309,2024-10-21,19,10,Spain,LaLiga,Home,Valencia,2,3,Las Palmas,0,-1
5310,2024-10-27,15,11,Spain,LaLiga,Away,Valencia,1,1,Getafe,2,0
5311,2024-11-23,13,14,Spain,LaLiga,Home,Valencia,4,2,Real Betis,1,2
5312,2024-11-29,20,15,Spain,LaLiga,Away,Valencia,1,2,Mallorca,0,-1
5313,2024-12-07,17,16,Spain,LaLiga,Home,Valencia,0,1,Rayo Vallecano,0,-1
5314,2024-12-13,20,17,Spain,LaLiga,Away,Valencia,0,1,Valladolid,0,-1
5315,2024-12-18,20,13,Spain,LaLiga,Away,Valencia,1,1,Espanyol,2,0
5316,2024-12-22,13,18,Spain,LaLiga,Home,Valencia,2,2,Alavés,2,0
5317,2025-01-03,20,12,Spain,LaLiga,Home,Valencia,1,2,Real Madrid,0,-1
5318,2025-01-11,20,19,Spain,LaLiga,Away,Valencia,1,1,Sevilla FC,2,0
5319,2025-01-19,20,20,Spain,LaLiga,Home,Valencia,1,0,Real Sociedad,1,1
5320,2025-01-26,20,21,Spain,LaLiga,Away,Valencia,1,7,Barcelona,0,-6
5321,2025-02-02,15,22,Spain,LaLiga,Home,Valencia,2,1,Celta,1,1
5322,2025-02-09,15,23,Spain,LaLiga,Home,Valencia,2,0,Leganés,1,2
5323,2025-02-15,20,24,Spain,LaLiga,Away,Valencia,1,1,Villarreal,2,0
5324,2025-02-22,17,25,Spain,LaLiga,Home,Valencia,0,3,Atleti,0,-3
5325,2025-03-02,20,26,Spain,LaLiga,Away,Valencia,3,3,Osasuna,2,0
5326,2025-03-08,17,27,Spain,LaLiga,Home,Valencia,2,1,Valladolid,1,1
5327,2025-03-15,20,28,Spain,LaLiga,Away,Valencia,1,1,Girona,2,0
5328,2025-03-30,16,29,Spain,LaLiga,Home,Valencia,1,0,Mallorca,1,1
5329,2025-04-05,14,30,Spain,LaLiga,Away,Valencia,2,1,Real Madrid,1,1
5330,2025-04-11,19,31,Spain,LaLiga,Home,Valencia,1,0,Sevilla FC,1,1
5331,2025-04-19,12,32,Spain,LaLiga,Away,Valencia,1,1,Rayo Vallecano,2,0
5332,2025-04-22,17,33,Spain,LaLiga,Home,Valencia,1,1,Espanyol,2,0
5333,2025-05-03,16,34,Spain,LaLiga,Away,Valencia,3,2,Las Palmas,1,1
5334,2025-05-10,12,35,Spain,LaLiga,Home,Valencia,3,0,Getafe,1,3
5335,2025-05-14,17,36,Spain,LaLiga,Away,Valencia,0,1,Alavés,0,-1
5336,2025-05-18,17,37,Spain,LaLiga,Home,Valencia,0,1,Athletic,0,-1
5337,2025-05-23,19,38,Spain,LaLiga,Away,Valencia,1,1,Real Betis,2,0
5338,2024-08-16,17,1,Spain,LaLiga,Away,Alavés,1,2,Celta,0,-1
5339,2024-08-25,17,2,Spain,LaLiga,Home,Alavés,0,0,Real Betis,2,0
5340,2024-08-28,19,3,Spain,LaLiga,Away,Alavés,2,1,Real Sociedad,1,1
5341,2024-09-01,15,4,Spain,LaLiga,Home,Alavés,2,0,Las Palmas,1,2
5342,2024-09-14,14,5,Spain,LaLiga,Away,Alavés,2,3,Espanyol,0,-1
5343,2024-09-20,19,6,Spain,LaLiga,Home,Alavés,2,1,Sevilla FC,1,1
5344,2024-09-24,19,7,Spain,LaLiga,Away,Alavés,2,3,Real Madrid,0,-1
5345,2024-09-28,12,8,Spain,LaLiga,Away,Alavés,0,2,Getafe,0,-2
5346,2024-10-06,14,9,Spain,LaLiga,Home,Alavés,0,3,Barcelona,0,-3
5347,2024-10-18,19,10,Spain,LaLiga,Home,Alavés,2,3,Valladolid,0,-1
5348,2024-10-26,14,11,Spain,LaLiga,Away,Alavés,0,1,Rayo Vallecano,0,-1
5349,2024-11-01,20,12,Spain,LaLiga,Home,Alavés,1,0,Mallorca,1,1
5350,2024-11-09,15,13,Spain,LaLiga,Away,Alavés,0,3,Villarreal,0,-3
5351,2024-11-23,15,14,Spain,LaLiga,Away,Alavés,1,2,Atleti,0,-1
5352,2024-11-30,15,15,Spain,LaLiga,Home,Alavés,1,1,Leganés,2,0
