,match_date,match_hour,week,country,league,venue,team,gf,ga,opponent,result,goal_diff
3094,2025-01-25,17,19,Germany,Bundesliga,Home,M'gladbach,3,0,Bochum,1,3
3095,2025-02-01,14,20,Germany,Bundesliga,Away,M'gladbach,2,1,Stuttgart,1,1
3096,2025-02-08,17,21,Germany,Bundesliga,Home,M'gladbach,1,1,Frankfurt,2,0
3097,2025-02-15,14,22,Germany,Bundesliga,Away,M'gladbach,2,1,Union Berlin,1,1
3098,2025-02-22,14,23,Germany,Bundesliga,Home,M'gladbach,0,3,Augsburg,0,-3
3099,2025-03-01,14,24,Germany,Bundesliga,Away,M'gladbach,3,0,Heidenheim,1,3
3100,2025-03-07,19,25,Germany,Bundesliga,Home,M'gladbach,1,3,Mainz,0,-2
3101,2025-03-15,14,26,Germany,Bundesliga,Away,M'gladbach,4,2,Bremen,1,2
3102,2025-03-29,14,27,Germany,Bundesliga,Home,M'gladbach,1,0,RB Leipzig,1,1
3103,2025-04-06,13,28,Germany,Bundesliga,Away,M'gladbach,1,1,St. Pauli,2,0
3104,2025-04-12,13,29,Germany,Bundesliga,Home,M'gladbach,1,2,Freiburg,0,-1
3105,2025-04-20,15,30,Germany,Bundesliga,Away,M'gladbach,2,3,Dortmund,0,-1
3106,2025-04-26,13,31,Germany,Bundesliga,Away,M'gladbach,3,4,Holstein Kiel,0,-1
3107,2025-05-03,13,32,Germany,Bundesliga,Home,M'gladbach,4,4,Hoffenheim,2,0
3108,2025-05-10,16,33,Germany,Bundesliga,Away,M'gladbach,0,2,Bayern,0,-2
3109,2025-05-17,13,34,Germany,Bundesliga,Home,M'gladbach,0,1,Wolfsburg,0,-1
3110,2024-08-24,16,1,Germany,Bundesliga,Away,Frankfurt,0,2,Dortmund,0,-2
3111,2024-08-31,13,2,Germany,Bundesliga,Home,Frankfurt,3,1,Hoffenheim,1,2
3112,2024-09-14,13,3,Germany,Bundesliga,Away,Frankfurt,2,1,Wolfsburg,1,1
3113,2024-09-21,16,4,Germany,Bundesliga,Home,Frankfurt,2,0,M'gladbach,1,2
3114,2024-09-29,13,5,Germany,Bundesliga,Away,Frankfurt,4,2,Holstein Kiel,1,2
3115,2024-10-06,15,6,Germany,Bundesliga,Home,Frankfurt,3,3,Bayern,2,0
3116,2024-10-19,13,7,Germany,Bundesliga,Away,Frankfurt,1,2,Leverkusen,0,-1
3117,2024-10-27,16,8,Germany,Bundesliga,Away,Frankfurt,1,1,Union Berlin,2,0
3118,2024-11-02,14,9,Germany,Bundesliga,Home,Frankfurt,7,2,Bochum,1,5
3119,2024-11-10,16,10,Germany,Bundesliga,Away,Frankfurt,3,2,Stuttgart,1,1
3120,2024-11-23,17,11,Germany,Bundesliga,Home,Frankfurt,1,0,Bremen,1,1
3121,2024-12-01,16,12,Germany,Bundesliga,Away,Frankfurt,4,0,Heidenheim,1,4
3122,2024-12-07,14,13,Germany,Bundesliga,Home,Frankfurt,2,2,Augsburg,2,0
3123,2024-12-15,18,14,Germany,Bundesliga,Away,Frankfurt,1,2,RB Leipzig,0,-1
3124,2024-12-21,14,15,Germany,Bundesliga,Home,Frankfurt,1,3,Mainz,0,-2
3125,2025-01-11,14,16,Germany,Bundesliga,Away,Frankfurt,1,0,St. Pauli,1,1
3126,2025-01-14,19,17,Germany,Bundesliga,Home,Frankfurt,4,1,Freiburg,1,3
3127,2025-01-17,19,18,Germany,Bundesliga,Home,Frankfurt,2,0,Dortmund,1,2
3128,2025-01-26,14,19,Germany,Bundesliga,Away,Frankfurt,2,2,Hoffenheim,2,0
3129,2025-02-02,14,20,Germany,Bundesliga,Home,Frankfurt,1,1,Wolfsburg,2,0
3130,2025-02-08,17,21,Germany,Bundesliga,Away,Frankfurt,1,1,M'gladbach,2,0
3131,2025-02-16,16,22,Germany,Bundesliga,Home,Frankfurt,3,1,Holstein Kiel,1,2
3132,2025-02-23,16,23,Germany,Bundesliga,Away,Frankfurt,0,4,Bayern,0,-4
3133,2025-03-01,17,24,Germany,Bundesliga,Home,Frankfurt,1,4,Leverkusen,0,-3
3134,2025-03-09,14,25,Germany,Bundesliga,Home,Frankfurt,1,2,Union Berlin,0,-1
3135,2025-03-16,15,26,Germany,Bundesliga,Away,Frankfurt,3,1,Bochum,1,2
3136,2025-03-29,17,27,Germany,Bundesliga,Home,Frankfurt,1,0,Stuttgart,1,1
3137,2025-04-05,16,28,Germany,Bundesliga,Away,Frankfurt,0,2,Bremen,0,-2
3138,2025-04-13,15,29,Germany,Bundesliga,Home,Frankfurt,3,0,Heidenheim,1,3
3139,2025-04-20,13,30,Germany,Bundesliga,Away,Frankfurt,0,0,Augsburg,2,0
3140,2025-04-26,16,31,Germany,Bundesliga,Home,Frankfurt,4,0,RB Leipzig,1,4
3141,2025-05-04,17,32,Germany,Bundesliga,Away,Frankfurt,1,1,Mainz,2,0
3142,2025-05-11,15,33,Germany,Bundesliga,Home,Frankfurt,2,2,St. Pauli,2,0
3143,2025-05-17,13,34,Germany,Bundesliga,Away,Frankfurt,3,1,Freiburg,1,2
3144,2024-08-25,15,1,Germany,Bundesliga,Home,St. Pauli,0,2,Heidenheim,0,-2
3145,2024-08-30,18,2,Germany,Bundesliga,Away,St. Pauli,0,1,Union Berlin,0,-1
3146,2024-09-15,13,3,Germany,Bundesliga,Away,St. Pauli,1,3,Augsburg,0,-2
3147,2024-09-22,17,4,Germany,Bundesliga,Home,St. Pauli,0,0,RB Leipzig,2,0
3148,2024-09-28,13,5,Germany,Bundesliga,Away,St. Pauli,3,0,Freiburg,1,3
3149,2024-10-05,16,6,Germany,Bundesliga,Home,St. Pauli,0,3,Mainz,0,-3
3150,2024-10-18,18,7,Germany,Bundesliga,Away,St. Pauli,1,2,Dortmund,0,-1
3151,2024-10-26,13,8,Germany,Bundesliga,Home,St. Pauli,0,0,Wolfsburg,2,0
3152,2024-11-02,14,9,Germany,Bundesliga,Away,St. Pauli,2,0,Hoffenheim,1,2
3153,2024-11-09,14,10,Germany,Bundesliga,Home,St. Pauli,0,1,Bayern,0,-1
3154,2024-11-24,16,11,Germany,Bundesliga,Away,St. Pauli,0,2,M'gladbach,0,-2
3155,2024-11-29,19,12,Germany,Bundesliga,Home,St. Pauli,3,1,Holstein Kiel,1,2
3156,2024-12-07,14,13,Germany,Bundesliga,Away,St. Pauli,1,2,Leverkusen,0,-1
3157,2024-12-14,17,14,Germany,Bundesliga,Home,St. Pauli,0,2,Bremen,0,-2
3158,2024-12-21,14,15,Germany,Bundesliga,Away,St. Pauli,1,0,Stuttgart,1,1
3159,2025-01-11,14,16,Germany,Bundesliga,Home,St. Pauli,0,1,Frankfurt,0,-1
3160,2025-01-15,17,17,Germany,Bundesliga,Away,St. Pauli,0,1,Bochum,0,-1
3161,2025-01-18,14,18,Germany,Bundesliga,Away,St. Pauli,2,0,Heidenheim,1,2
3162,2025-01-26,16,19,Germany,Bundesliga,Home,St. Pauli,3,0,Union Berlin,1,3
3163,2025-02-01,14,20,Germany,Bundesliga,Home,St. Pauli,1,1,Augsburg,2,0
3164,2025-02-09,16,21,Germany,Bundesliga,Away,St. Pauli,0,2,RB Leipzig,0,-2
3165,2025-02-15,14,22,Germany,Bundesliga,Home,St. Pauli,0,1,Freiburg,0,-1
3166,2025-02-22,14,23,Germany,Bundesliga,Away,St. Pauli,0,2,Mainz,0,-2
3167,2025-03-01,14,24,Germany,Bundesliga,Home,St. Pauli,0,2,Dortmund,0,-2
3168,2025-03-08,14,25,Germany,Bundesliga,Away,St. Pauli,1,1,Wolfsburg,2,0
3169,2025-03-14,19,26,Germany,Bundesliga,Home,St. Pauli,1,0,Hoffenheim,1,1
3170,2025-03-29,14,27,Germany,Bundesliga,Away,St. Pauli,2,3,Bayern,0,-1
3171,2025-04-06,13,28,Germany,Bundesliga,Home,St. Pauli,1,1,M'gladbach,2,0
3172,2025-04-12,13,29,Germany,Bundesliga,Away,St. Pauli,2,1,Holstein Kiel,1,1
3173,2025-04-20,17,30,Germany,Bundesliga,Home,St. Pauli,1,1,Leverkusen,2,0
3174,2025-04-27,15,31,Germany,Bundesliga,Away,St. Pauli,0,0,Bremen,2,0
3175,2025-05-03,13,32,Germany,Bundesliga,Home,St. Pauli,0,1,Stuttgart,0,-1
3176,2025-05-11,15,33,Germany,Bundesliga,Away,St. Pauli,2,2,Frankfurt,2,0
3177,2025-05-17,13,34,Germany,Bundesliga,Home,St. Pauli,0,2,Bochum,0,-2
3178,2024-08-24,13,1,Germany,Bundesliga,Away,Union Berlin,1,1,Mainz,2,0
3179,2024-08-30,18,2,Germany,Bundesliga,Home,Union Berlin,1,0,St. Pauli,1,1
3180,2024-09-14,13,3,Germany,Bundesliga,Away,Union Berlin,0,0,RB Leipzig,2,0
3181,2024-09-21,13,4,Germany,Bundesliga,Home,Union Berlin,2,1,Hoffenheim,1,1
3182,2024-09-28,13,5,Germany,Bundesliga,Away,Union Berlin,0,1,M'gladbach,0,-1
3183,2024-10-05,13,6,Germany,Bundesliga,Home,Union Berlin,2,1,Dortmund,1,1
3184,2024-10-20,13,7,Germany,Bundesliga,Away,Union Berlin,2,0,Holstein Kiel,1,2
3185,2024-10-27,16,8,Germany,Bundesliga,Home,Union Berlin,1,1,Frankfurt,2,0
3186,2024-11-02,14,9,Germany,Bundesliga,Away,Union Berlin,0,3,Bayern,0,-3
3187,2024-11-08,19,10,Germany,Bundesliga,Home,Union Berlin,0,0,Freiburg,2,0
3188,2024-11-23,14,11,Germany,Bundesliga,Away,Union Berlin,0,1,Wolfsburg,0,-1
3189,2024-11-30,14,12,Germany,Bundesliga,Home,Union Berlin,1,2,Leverkusen,0,-1
3190,2024-12-06,19,13,Germany,Bundesliga,Away,Union Berlin,2,3,Stuttgart,0,-1
3191,2024-12-14,14,14,Germany,Bundesliga,Home,Union Berlin,0,2,Bochum,0,-2
3192,2024-12-21,14,15,Germany,Bundesliga,Away,Union Berlin,1,4,Bremen,0,-3
3193,2025-01-11,14,16,Germany,Bundesliga,Away,Union Berlin,0,2,Heidenheim,0,-2
3194,2025-01-15,19,17,Germany,Bundesliga,Home,Union Berlin,0,2,Augsburg,0,-2
3195,2025-01-19,14,18,Germany,Bundesliga,Home,Union Berlin,2,1,Mainz,1,1
3196,2025-01-26,16,19,Germany,Bundesliga,Away,Union Berlin,0,3,St. Pauli,0,-3
3197,2025-02-01,17,20,Germany,Bundesliga,Home,Union Berlin,0,0,RB Leipzig,2,0
3198,2025-02-08,14,21,Germany,Bundesliga,Away,Union Berlin,4,0,Hoffenheim,1,4
3199,2025-02-15,14,22,Germany,Bundesliga,Home,Union Berlin,1,2,M'gladbach,0,-1
3200,2025-02-22,17,23,Germany,Bundesliga,Away,Union Berlin,0,6,Dortmund,0,-6
3201,2025-03-02,14,24,Germany,Bundesliga,Home,Union Berlin,0,1,Holstein Kiel,0,-1
3202,2025-03-09,14,25,Germany,Bundesliga,Away,Union Berlin,2,1,Frankfurt,1,1
3203,2025-03-15,14,26,Germany,Bundesliga,Home,Union Berlin,1,1,Bayern,2,0
3204,2025-03-30,13,27,Germany,Bundesliga,Away,Union Berlin,2,1,Freiburg,1,1
3205,2025-04-06,15,28,Germany,Bundesliga,Home,Union Berlin,1,0,Wolfsburg,1,1
3206,2025-04-12,13,29,Germany,Bundesliga,Away,Union Berlin,0,0,Leverkusen,2,0
3207,2025-04-19,16,30,Germany,Bundesliga,Home,Union Berlin,4,4,Stuttgart,2,0
3208,2025-04-27,13,31,Germany,Bundesliga,Away,Union Berlin,1,1,Bochum,2,0
3209,2025-05-03,13,32,Germany,Bundesliga,Home,Union Berlin,2,2,Bremen,2,0
3210,2025-05-10,13,33,Germany,Bundesliga,Home,Union Berlin,0,3,Heidenheim,0,-3
3211,2025-05-17,13,34,Germany,Bundesliga,Away,Union Berlin,2,1,Augsburg,1,1
3212,2024-08-25,15,1,Germany,Bundesliga,Away,Heidenheim,2,0,St. Pauli,1,2
3213,2024-09-01,13,2,Germany,Bundesliga,Home,Heidenheim,4,0,Augsburg,1,4
3214,2024-09-13,18,3,Germany,Bundesliga,Away,Heidenheim,2,4,Dortmund,0,-2
3215,2024-09-21,13,4,Germany,Bundesliga,Home,Heidenheim,0,3,Freiburg,0,-3
3216,2024-09-28,13,5,Germany,Bundesliga,Away,Heidenheim,2,0,Mainz,1,2
3217,2024-10-06,13,6,Germany,Bundesliga,Home,Heidenheim,0,1,RB Leipzig,0,-1
3218,2024-10-19,13,7,Germany,Bundesliga,Away,Heidenheim,2,3,M'gladbach,0,-1
3219,2024-10-27,18,8,Germany,Bundesliga,Home,Heidenheim,0,0,Hoffenheim,2,0
3220,2024-11-02,14,9,Germany,Bundesliga,Away,Heidenheim,0,1,Holstein Kiel,0,-1
3221,2024-11-10,18,10,Germany,Bundesliga,Home,Heidenheim,1,3,Wolfsburg,0,-2
3222,2024-11-23,14,11,Germany,Bundesliga,Away,Heidenheim,2,5,Leverkusen,0,-3
3223,2024-12-01,16,12,Germany,Bundesliga,Home,Heidenheim,0,4,Frankfurt,0,-4
3224,2024-12-07,14,13,Germany,Bundesliga,Away,Heidenheim,2,4,Bayern,0,-2
3225,2024-12-15,14,14,Germany,Bundesliga,Home,Heidenheim,1,3,Stuttgart,0,-2
3226,2024-12-22,14,15,Germany,Bundesliga,Away,Heidenheim,0,2,Bochum,0,-2
3227,2025-01-11,14,16,Germany,Bundesliga,Home,Heidenheim,2,0,Union Berlin,1,2
3228,2025-01-15,19,17,Germany,Bundesliga,Away,Heidenheim,3,3,Bremen,2,0
3229,2025-01-18,14,18,Germany,Bundesliga,Home,Heidenheim,0,2,St. Pauli,0,-2
3230,2025-01-25,14,19,Germany,Bundesliga,Away,Heidenheim,1,2,Augsburg,0,-1
3231,2025-02-01,14,20,Germany,Bundesliga,Home,Heidenheim,1,2,Dortmund,0,-1
3232,2025-02-08,14,21,Germany,Bundesliga,Away,Heidenheim,0,1,Freiburg,0,-1
3233,2025-02-16,18,22,Germany,Bundesliga,Home,Heidenheim,0,2,Mainz,0,-2
3234,2025-02-23,14,23,Germany,Bundesliga,Away,Heidenheim,2,2,RB Leipzig,2,0
3235,2025-03-01,14,24,Germany,Bundesliga,Home,Heidenheim,0,3,M'gladbach,0,-3
3236,2025-03-09,16,25,Germany,Bundesliga,Away,Heidenheim,1,1,Hoffenheim,2,0
3237,2025-03-16,16,26,Germany,Bundesliga,Home,Heidenheim,3,1,Holstein Kiel,1,2
3238,2025-03-29,14,27,Germany,Bundesliga,Away,Heidenheim,1,0,Wolfsburg,1,1
3239,2025-04-05,13,28,Germany,Bundesliga,Home,Heidenheim,0,1,Leverkusen,0,-1
3240,2025-04-13,15,29,Germany,Bundesliga,Away,Heidenheim,0,3,Frankfurt,0,-3
3241,2025-04-19,13,30,Germany,Bundesliga,Home,Heidenheim,0,4,Bayern,0,-4
3242,2025-04-25,18,31,Germany,Bundesliga,Away,Heidenheim,1,0,Stuttgart,1,1
3243,2025-05-02,18,32,Germany,Bundesliga,Home,Heidenheim,0,0,Bochum,2,0
3244,2025-05-10,13,33,Germany,Bundesliga,Away,Heidenheim,3,0,Union Berlin,1,3
3245,2025-05-17,13,34,Germany,Bundesliga,Home,Heidenheim,1,4,Bremen,0,-3
3246,2024-08-24,13,1,Germany,Bundesliga,Home,RB Leipzig,1,0,Bochum,1,1
3247,2024-08-31,16,2,Germany,Bundesliga,Away,RB Leipzig,3,2,Leverkusen,1,1
3248,2024-09-14,13,3,Germany,Bundesliga,Home,RB Leipzig,0,0,Union Berlin,2,0
3249,2024-09-22,17,4,Germany,Bundesliga,Away,RB Leipzig,0,0,St. Pauli,2,0
3250,2024-09-28,13,5,Germany,Bundesliga,Home,RB Leipzig,4,0,Augsburg,1,4
3251,2024-10-06,13,6,Germany,Bundesliga,Away,RB Leipzig,1,0,Heidenheim,1,1
3252,2024-10-19,13,7,Germany,Bundesliga,Away,RB Leipzig,2,0,Mainz,1,2
3253,2024-10-26,13,8,Germany,Bundesliga,Home,RB Leipzig,3,1,Freiburg,1,2
3254,2024-11-02,17,9,Germany,Bundesliga,Away,RB Leipzig,1,2,Dortmund,0,-1
3255,2024-11-09,17,10,Germany,Bundesliga,Home,RB Leipzig,0,0,M'gladbach,2,0
3256,2024-11-23,14,11,Germany,Bundesliga,Away,RB Leipzig,3,4,Hoffenheim,0,-1
3257,2024-11-30,14,12,Germany,Bundesliga,Home,RB Leipzig,1,5,Wolfsburg,0,-4
3258,2024-12-07,14,13,Germany,Bundesliga,Away,RB Leipzig,2,0,Holstein Kiel,1,2
3259,2024-12-15,18,14,Germany,Bundesliga,Home,RB Leipzig,2,1,Frankfurt,1,1
3260,2024-12-20,19,15,Germany,Bundesliga,Away,RB Leipzig,1,5,Bayern,0,-4
3261,2025-01-12,14,16,Germany,Bundesliga,Home,RB Leipzig,4,2,Bremen,1,2
3262,2025-01-15,19,17,Germany,Bundesliga,Away,RB Leipzig,1,2,Stuttgart,0,-1
3263,2025-01-18,14,18,Germany,Bundesliga,Away,RB Leipzig,3,3,Bochum,2,0
3264,2025-01-25,14,19,Germany,Bundesliga,Home,RB Leipzig,2,2,Leverkusen,2,0
3265,2025-02-01,17,20,Germany,Bundesliga,Away,RB Leipzig,0,0,Union Berlin,2,0
3266,2025-02-09,16,21,Germany,Bundesliga,Home,RB Leipzig,2,0,St. Pauli,1,2
3267,2025-02-14,19,22,Germany,Bundesliga,Away,RB Leipzig,0,0,Augsburg,2,0
3268,2025-02-23,14,23,Germany,Bundesliga,Home,RB Leipzig,2,2,Heidenheim,2,0
3269,2025-03-01,14,24,Germany,Bundesliga,Home,RB Leipzig,1,2,Mainz,0,-1
3270,2025-03-08,17,25,Germany,Bundesliga,Away,RB Leipzig,0,0,Freiburg,2,0
3271,2025-03-15,17,26,Germany,Bundesliga,Home,RB Leipzig,2,0,Dortmund,1,2
3272,2025-03-29,14,27,Germany,Bundesliga,Away,RB Leipzig,0,1,M'gladbach,0,-1
3273,2025-04-05,13,28,Germany,Bundesliga,Home,RB Leipzig,3,1,Hoffenheim,1,2
3274,2025-04-11,18,29,Germany,Bundesliga,Away,RB Leipzig,3,2,Wolfsburg,1,1
3275,2025-04-19,13,30,Germany,Bundesliga,Home,RB Leipzig,1,1,Holstein Kiel,2,0
3276,2025-04-26,16,31,Germany,Bundesliga,Away,RB Leipzig,0,4,Frankfurt,0,-4
3277,2025-05-03,13,32,Germany,Bundesliga,Home,RB Leipzig,3,3,Bayern,2,0
3278,2025-05-10,13,33,Germany,Bundesliga,Away,RB Leipzig,0,0,Bremen,2,0
3279,2025-05-17,13,34,Germany,Bundesliga,Home,RB Leipzig,2,3,Stuttgart,0,-1
3280,2023-08-19,16,1,Germany,Bundesliga,Away,1. FC Köln,0,1,Dortmund,0,-1
3281,2023-08-26,13,2,Germany,Bundesliga,Home,1. FC Köln,1,2,Wolfsburg,0,-1
3282,2023-09-03,13,3,Germany,Bundesliga,Away,1. FC Köln,1,1,Frankfurt,2,0
3283,2023-09-16,13,4,Germany,Bundesliga,Home,1. FC Köln,1,3,Hoffenheim,0,-2
3284,2023-09-23,16,5,Germany,Bundesliga,Away,1. FC Köln,1,2,Bremen,0,-1
3285,2023-09-30,13,6,Germany,Bundesliga,Home,1. FC Köln,0,2,Stuttgart,0,-2
3286,2023-10-08,13,7,Germany,Bundesliga,Away,1. FC Köln,0,3,Leverkusen,0,-3
3287,2023-10-22,13,8,Germany,Bundesliga,Home,1. FC Köln,3,1,M'gladbach,1,2
3288,2023-10-28,16,9,Germany,Bundesliga,Away,1. FC Köln,0,6,RB Leipzig,0,-6
3289,2023-11-04,14,10,Germany,Bundesliga,Home,1. FC Köln,1,1,Augsburg,2,0
3290,2023-11-11,17,11,Germany,Bundesliga,Away,1. FC Köln,1,1,Bochum,2,0
3291,2023-11-24,19,12,Germany,Bundesliga,Home,1. FC Köln,0,1,Bayern,0,-1
3292,2023-12-01,19,13,Germany,Bundesliga,Away,1. FC Köln,1,0,Darmstadt,1,1
3293,2023-12-10,16,14,Germany,Bundesliga,Home,1. FC Köln,0,0,Mainz,2,0
3294,2023-12-17,14,15,Germany,Bundesliga,Away,1. FC Köln,0,2,Freiburg,0,-2
3295,2023-12-20,17,16,Germany,Bundesliga,Away,1. FC Köln,0,2,Union Berlin,0,-2
3296,2024-01-13,14,17,Germany,Bundesliga,Home,1. FC Köln,1,1,Heidenheim,2,0
3297,2024-01-20,14,18,Germany,Bundesliga,Home,1. FC Köln,0,4,Dortmund,0,-4
3298,2024-01-27,14,19,Germany,Bundesliga,Away,1. FC Köln,1,1,Wolfsburg,2,0
3299,2024-02-03,17,20,Germany,Bundesliga,Home,1. FC Köln,2,0,Frankfurt,1,2
3300,2024-02-11,16,21,Germany,Bundesliga,Away,1. FC Köln,1,1,Hoffenheim,2,0
3301,2024-02-16,19,22,Germany,Bundesliga,Home,1. FC Köln,0,1,Bremen,0,-1
3302,2024-02-24,14,23,Germany,Bundesliga,Away,1. FC Köln,1,1,Stuttgart,2,0
3303,2024-03-03,14,24,Germany,Bundesliga,Home,1. FC Köln,0,2,Leverkusen,0,-2
3304,2024-03-09,14,25,Germany,Bundesliga,Away,1. FC Köln,3,3,M'gladbach,2,0
3305,2024-03-15,19,26,Germany,Bundesliga,Home,1. FC Köln,1,5,RB Leipzig,0,-4
3306,2024-03-31,13,27,Germany,Bundesliga,Away,1. FC Köln,1,1,Augsburg,2,0
3307,2024-04-06,13,28,Germany,Bundesliga,Home,1. FC Köln,2,1,Bochum,1,1
3308,2024-04-13,13,29,Germany,Bundesliga,Away,1. FC Köln,0,2,Bayern,0,-2
3309,2024-04-20,13,30,Germany,Bundesliga,Home,1. FC Köln,0,2,Darmstadt,0,-2
3310,2024-04-28,15,31,Germany,Bundesliga,Away,1. FC Köln,1,1,Mainz,2,0
3311,2024-05-04,16,32,Germany,Bundesliga,Home,1. FC Köln,0,0,Freiburg,2,0
3312,2024-05-11,13,33,Germany,Bundesliga,Home,1. FC Köln,3,2,Union Berlin,1,1
3313,2024-05-18,13,34,Germany,Bundesliga,Away,1. FC Köln,1,4,Heidenheim,0,-3
3314,2023-08-19,13,1,Germany,Bundesliga,Home,Hoffenheim,1,2,Freiburg,0,-1
3315,2023-08-26,13,2,Germany,Bundesliga,Away,Hoffenheim,3,2,Heidenheim,1,1
3316,2023-09-02,13,3,Germany,Bundesliga,Home,Hoffenheim,3,1,Wolfsburg,1,2
3317,2023-09-16,13,4,Germany,Bundesliga,Away,Hoffenheim,3,1,1. FC Köln,1,2
3318,2023-09-23,13,5,Germany,Bundesliga,Away,Hoffenheim,2,0,Union Berlin,1,2
3319,2023-09-29,18,6,Germany,Bundesliga,Home,Hoffenheim,1,3,Dortmund,0,-2
3320,2023-10-07,16,7,Germany,Bundesliga,Away,Hoffenheim,3,2,Bremen,1,1
3321,2023-10-21,13,8,Germany,Bundesliga,Home,Hoffenheim,1,3,Frankfurt,0,-2
3322,2023-10-28,13,9,Germany,Bundesliga,Away,Hoffenheim,3,2,Stuttgart,1,1
3323,2023-11-04,14,10,Germany,Bundesliga,Home,Hoffenheim,2,3,Leverkusen,0,-1
3324,2023-11-11,14,11,Germany,Bundesliga,Away,Hoffenheim,1,1,Augsburg,2,0
3325,2023-11-26,16,12,Germany,Bundesliga,Home,Hoffenheim,1,1,Mainz,2,0
3326,2023-12-02,14,13,Germany,Bundesliga,Away,Hoffenheim,1,2,M'gladbach,0,-1
3327,2023-12-08,19,14,Germany,Bundesliga,Home,Hoffenheim,3,1,Bochum,1,2
3328,2023-12-16,17,15,Germany,Bundesliga,Away,Hoffenheim,1,3,RB Leipzig,0,-2
3329,2023-12-19,19,16,Germany,Bundesliga,Home,Hoffenheim,3,3,Darmstadt,2,0
3330,2024-01-12,19,17,Germany,Bundesliga,Away,Hoffenheim,0,3,Bayern,0,-3
3331,2024-01-20,14,18,Germany,Bundesliga,Away,Hoffenheim,2,3,Freiburg,0,-1
3332,2024-01-27,14,19,Germany,Bundesliga,Home,Hoffenheim,1,1,Heidenheim,2,0
3333,2024-02-04,14,20,Germany,Bundesliga,Away,Hoffenheim,2,2,Wolfsburg,2,0
3334,2024-02-11,16,21,Germany,Bundesliga,Home,Hoffenheim,1,1,1. FC Köln,2,0
3335,2024-02-17,14,22,Germany,Bundesliga,Home,Hoffenheim,0,1,Union Berlin,0,-1
3336,2024-02-25,16,23,Germany,Bundesliga,Away,Hoffenheim,3,2,Dortmund,1,1
3337,2024-03-03,16,24,Germany,Bundesliga,Home,Hoffenheim,2,1,Bremen,1,1
3338,2024-03-10,16,25,Germany,Bundesliga,Away,Hoffenheim,1,3,Frankfurt,0,-2
3339,2024-03-16,17,26,Germany,Bundesliga,Home,Hoffenheim,0,3,Stuttgart,0,-3
3340,2024-03-30,14,27,Germany,Bundesliga,Away,Hoffenheim,1,2,Leverkusen,0,-1
3341,2024-04-07,13,28,Germany,Bundesliga,Home,Hoffenheim,3,1,Augsburg,1,2
3342,2024-04-13,13,29,Germany,Bundesliga,Away,Hoffenheim,1,4,Mainz,0,-3
3343,2024-04-20,13,30,Germany,Bundesliga,Home,Hoffenheim,4,3,M'gladbach,1,1
3344,2024-04-26,18,31,Germany,Bundesliga,Away,Hoffenheim,2,3,Bochum,0,-1
3345,2024-05-03,18,32,Germany,Bundesliga,Home,Hoffenheim,1,1,RB Leipzig,2,0
3346,2024-05-12,13,33,Germany,Bundesliga,Away,Hoffenheim,6,0,Darmstadt,1,6
3347,2024-05-18,13,34,Germany,Bundesliga,Home,Hoffenheim,4,2,Bayern,1,2
3348,2023-08-19,13,1,Germany,Bundesliga,Home,Leverkusen,3,2,RB Leipzig,1,1
3349,2023-08-26,16,2,Germany,Bundesliga,Away,Leverkusen,3,0,M'gladbach,1,3
3350,2023-09-02,13,3,Germany,Bundesliga,Home,Leverkusen,5,1,Darmstadt,1,4
3351,2023-09-15,18,4,Germany,Bundesliga,Away,Leverkusen,2,2,Bayern,2,0
3352,2023-09-24,13,5,Germany,Bundesliga,Home,Leverkusen,4,1,Heidenheim,1,3
3353,2023-09-30,13,6,Germany,Bundesliga,Away,Leverkusen,3,0,Mainz,1,3
3354,2023-10-08,13,7,Germany,Bundesliga,Home,Leverkusen,3,0,1. FC Köln,1,3
3355,2023-10-21,13,8,Germany,Bundesliga,Away,Leverkusen,2,1,Wolfsburg,1,1
3356,2023-10-29,16,9,Germany,Bundesliga,Home,Leverkusen,2,1,Freiburg,1,1
3357,2023-11-04,14,10,Germany,Bundesliga,Away,Leverkusen,3,2,Hoffenheim,1,1
3358,2023-11-12,14,11,Germany,Bundesliga,Home,Leverkusen,4,0,Union Berlin,1,4
3359,2023-11-25,14,12,Germany,Bundesliga,Away,Leverkusen,3,0,Bremen,1,3
3360,2023-12-03,16,13,Germany,Bundesliga,Home,Leverkusen,1,1,Dortmund,2,0
3361,2023-12-10,14,14,Germany,Bundesliga,Away,Leverkusen,1,1,Stuttgart,2,0
3362,2023-12-17,16,15,Germany,Bundesliga,Home,Leverkusen,3,0,Frankfurt,1,3
3363,2023-12-20,19,16,Germany,Bundesliga,Home,Leverkusen,4,0,Bochum,1,4
3364,2024-01-13,14,17,Germany,Bundesliga,Away,Leverkusen,1,0,Augsburg,1,1
3365,2024-01-20,17,18,Germany,Bundesliga,Away,Leverkusen,3,2,RB Leipzig,1,1
3366,2024-01-27,17,19,Germany,Bundesliga,Home,Leverkusen,0,0,M'gladbach,2,0
3367,2024-02-03,14,20,Germany,Bundesliga,Away,Leverkusen,2,0,Darmstadt,1,2
3368,2024-02-10,17,21,Germany,Bundesliga,Home,Leverkusen,3,0,Bayern,1,3
3369,2024-02-17,14,22,Germany,Bundesliga,Away,Leverkusen,2,1,Heidenheim,1,1
3370,2024-02-23,19,23,Germany,Bundesliga,Home,Leverkusen,2,1,Mainz,1,1
